position	role	kind	logical_path	expected_sha256	actual_sha256	bytes	files	archive_entries	archive_bytes	nested_archive_entries	nested_archive_bytes	forbidden_hits	violations
92	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-cognitoidp-1.12.564.jar	85fd8ca6c4f468563e29a477540baada42207748898545bed603617541033829	85fd8ca6c4f468563e29a477540baada42207748898545bed603617541033829	1561769	1	955	3827715	0	0	0	0
93	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-cognitosync-1.12.564.jar	7360552947e7094aaa8920687dcd5d3091b5f1048d89102e727387b750e7f7dd	7360552947e7094aaa8920687dcd5d3091b5f1048d89102e727387b750e7f7dd	255043	1	165	607526	0	0	0	0
94	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-comprehend-1.12.564.jar	896541d13705f15abb07f7f49fd3ee617660e003c7f401f181b1dfc7eb0dc488	896541d13705f15abb07f7f49fd3ee617660e003c7f401f181b1dfc7eb0dc488	1546071	1	889	3778443	0	0	0	0
95	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-comprehendmedical-1.12.564.jar	1d1cfcbb12d65212a0b2268c94dae6146dc4953779ae28b3caaebe57b4b940b2	1d1cfcbb12d65212a0b2268c94dae6146dc4953779ae28b3caaebe57b4b940b2	458027	1	270	1114916	0	0	0	0
96	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-computeoptimizer-1.12.564.jar	d46d7cf67ae20191eda80cc377fb958465ace44b4caaa9a296afeb10a7a01d27	d46d7cf67ae20191eda80cc377fb958465ace44b4caaa9a296afeb10a7a01d27	736373	1	405	1767885	0	0	0	0
97	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-config-1.12.564.jar	98a01e0d163b4bfcfef18cc4876971747f82433ddf9dfbaacdd1d8b82de8f344	98a01e0d163b4bfcfef18cc4876971747f82433ddf9dfbaacdd1d8b82de8f344	1703076	1	1018	4117255	0	0	0	0
98	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-connect-1.12.564.jar	6f4aba55fb0cc98dafd6333d5a28872233a9c97993d78873ebc32b2cecf39e5f	6f4aba55fb0cc98dafd6333d5a28872233a9c97993d78873ebc32b2cecf39e5f	3314847	1	1999	8040077	0	0	0	0
99	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-connectcampaign-1.12.564.jar	30be3f5cf1ef0a043b6d029c76e3471c7066b8e90bc8ac7a41ed7ac7a9b609af	30be3f5cf1ef0a043b6d029c76e3471c7066b8e90bc8ac7a41ed7ac7a9b609af	333027	1	223	797080	0	0	0	0
100	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-connectcases-1.12.564.jar	b6325e95a5ea10c531400a3593f1431045c4c2393c6cac328df9a5a4a4f15f53	b6325e95a5ea10c531400a3593f1431045c4c2393c6cac328df9a5a4a4f15f53	525966	1	327	1236466	0	0	0	0
101	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-connectcontactlens-1.12.564.jar	36ca318191a7d2432b1236f7212fe1cef16d94c39f8c6ed8b88f04672dcc5def	36ca318191a7d2432b1236f7212fe1cef16d94c39f8c6ed8b88f04672dcc5def	72187	1	50	150824	0	0	0	0
102	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-connectparticipant-1.12.564.jar	8939d7362c51a080373e94e45eb4b15f1e934367830f4c70fbd88432e976b5a3	8939d7362c51a080373e94e45eb4b15f1e934367830f4c70fbd88432e976b5a3	182813	1	117	419627	0	0	0	0
103	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-connectwisdom-1.12.564.jar	fd2c0b67162eee13edcc61b4163d791795ebac2abcad7d190d986381a93cf9a1	fd2c0b67162eee13edcc61b4163d791795ebac2abcad7d190d986381a93cf9a1	525765	1	317	1271211	0	0	0	0
104	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-controltower-1.12.564.jar	74d18f7d5c37c79531089231970672e6cde7f10febf848029dd7b9a5b1a09a3d	74d18f7d5c37c79531089231970672e6cde7f10febf848029dd7b9a5b1a09a3d	78248	1	58	170485	0	0	0	0
105	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-core-1.12.564.jar	b8b902e53299ed74a9c0cf2faaf61e7abeddda488ed5330d9ed5e3c537dd7ff8	b8b902e53299ed74a9c0cf2faaf61e7abeddda488ed5330d9ed5e3c537dd7ff8	1058459	1	885	2808407	0	0	0	0
106	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-costandusagereport-1.12.564.jar	3470ffc84f173c4c8aeb8cc764ab2c713cfaec998e3046ff707adeaa87a7b881	3470ffc84f173c4c8aeb8cc764ab2c713cfaec998e3046ff707adeaa87a7b881	78115	1	54	178727	0	0	0	0
107	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-costexplorer-1.12.564.jar	e77a8eb6530426319fd86236758276737aa42694ea89ac0a6de00f22d0a82ee3	e77a8eb6530426319fd86236758276737aa42694ea89ac0a6de00f22d0a82ee3	992737	1	551	2395265	0	0	0	0
108	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-customerprofiles-1.12.564.jar	c2f9374a8e2a340ad3bb66a736630840366845a84b76794a0d55d72eebabd3e2	c2f9374a8e2a340ad3bb66a736630840366845a84b76794a0d55d72eebabd3e2	1004876	1	554	2465015	0	0	0	0
109	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-dataexchange-1.12.564.jar	ba2b943430df2bdf69222d6f944aca5c211c4a5ad91cbd73e399f0c555e811d1	ba2b943430df2bdf69222d6f944aca5c211c4a5ad91cbd73e399f0c555e811d1	656132	1	376	1558516	0	0	0	0
110	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-datapipeline-1.12.564.jar	d63eecb683376a723c4b23e9e0df681335d31c62aaf99edbc70df00bde6475fb	d63eecb683376a723c4b23e9e0df681335d31c62aaf99edbc70df00bde6475fb	290481	1	183	699179	0	0	0	0
111	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-datasync-1.12.564.jar	1bd2349122241113436ff841ff74f4f8d0d68cd1daff6daf6dd216cd529cfe6d	1bd2349122241113436ff841ff74f4f8d0d68cd1daff6daf6dd216cd529cfe6d	941701	1	554	2303527	0	0	0	0
112	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-datazoneexternal-1.12.564.jar	ba5f098fb564ee9bc4ee7b8f2abf89c68318a02d6e689a2a275670f8ac2a175a	ba5f098fb564ee9bc4ee7b8f2abf89c68318a02d6e689a2a275670f8ac2a175a	1820893	1	978	4530572	0	0	0	0
113	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-dax-1.12.564.jar	126a59c6ccabc9fbd162d486f4fc016a921479b545e4a407ae69e416961376e2	126a59c6ccabc9fbd162d486f4fc016a921479b545e4a407ae69e416961376e2	370891	1	246	845985	0	0	0	0
114	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-detective-1.12.564.jar	b7f29d7e936d7b24b23d405e7b7f413d408b658310800dc0b601f15d0fe1de0e	b7f29d7e936d7b24b23d405e7b7f413d408b658310800dc0b601f15d0fe1de0e	315351	1	206	765928	0	0	0	0
115	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-devicefarm-1.12.564.jar	c1fcd2458795b32f8d0392fd8be7613e71916cae3a15cd7735da9a55954bf8ea	c1fcd2458795b32f8d0392fd8be7613e71916cae3a15cd7735da9a55954bf8ea	1132082	1	677	2762640	0	0	0	0
116	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-devopsguru-1.12.564.jar	482342b5f6576949f7a19f0002f90e13d15346a2b4a638ce9ae60ef3a54dc2eb	482342b5f6576949f7a19f0002f90e13d15346a2b4a638ce9ae60ef3a54dc2eb	881398	1	514	2065856	0	0	0	0
117	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-directconnect-1.12.564.jar	0f202769fd3192e1af7c89a7b3baf794956f463b972a9922c1d31073711d61d9	0f202769fd3192e1af7c89a7b3baf794956f463b972a9922c1d31073711d61d9	963376	1	496	2555179	0	0	0	0
118	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-directory-1.12.564.jar	6fe5c75256266325c9a8f082557dd842e8487238442b12e5379383a9569d7eec	6fe5c75256266325c9a8f082557dd842e8487238442b12e5379383a9569d7eec	992005	1	627	2381162	0	0	0	0
119	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-discovery-1.12.564.jar	941cbb1b30c0a24b38eba026318b42c249251344c5e2ef48a9cc496e1aa3c9d1	941cbb1b30c0a24b38eba026318b42c249251344c5e2ef48a9cc496e1aa3c9d1	443872	1	264	1077421	0	0	0	0
120	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-dlm-1.12.564.jar	01947441a84232f616338a9c50d085ea6d64da5aa00f8c5d7f4d0fe97a73d8c8	01947441a84232f616338a9c50d085ea6d64da5aa00f8c5d7f4d0fe97a73d8c8	233105	1	144	524907	0	0	0	0
121	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-dms-1.12.564.jar	b65d7cd460b483840c7c882606f05d86b0e1c60d974727d4cca415962bb06d35	b65d7cd460b483840c7c882606f05d86b0e1c60d974727d4cca415962bb06d35	1991331	1	1080	5098933	0	0	0	0
122	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-docdb-1.12.564.jar	9276b728ab664fd7680a80ab98051311ac7c030d61e5b0870829de49b07804cf	9276b728ab664fd7680a80ab98051311ac7c030d61e5b0870829de49b07804cf	631673	1	416	1559277	0	0	0	0
123	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-docdbelastic-1.12.564.jar	879a24ad6a9773d267d3c59fd9e961f702649cf754c3b1e8593d13c62a3464fa	879a24ad6a9773d267d3c59fd9e961f702649cf754c3b1e8593d13c62a3464fa	193922	1	122	464462	0	0	0	0
124	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-drs-1.12.564.jar	6748de806a9a323d71c591457adc8473fd291a4422d2e6af7703aa1f950b6cda	6748de806a9a323d71c591457adc8473fd291a4422d2e6af7703aa1f950b6cda	939431	1	538	2284528	0	0	0	0
125	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-dynamodb-1.12.564.jar	a37997b433e42fd61de928252bc929cdc52b8008f4b7c53ce622618b2d1a805f	a37997b433e42fd61de928252bc929cdc52b8008f4b7c53ce622618b2d1a805f	2088493	1	1322	5204454	0	0	0	0
126	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-ebs-1.12.564.jar	66c7a324ea051a1dcb89ad004a184d97d6184bd02492b0574449f132e673a814	66c7a324ea051a1dcb89ad004a184d97d6184bd02492b0574449f132e673a814	123527	1	82	276226	0	0	0	0
127	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-ec2-1.11.22.jar	84c6d5e3a4bf4950071d125b513e768644023244384ea717615eac34696dcae1	84c6d5e3a4bf4950071d125b513e768644023244384ea717615eac34696dcae1	3490937	1	1517	23039952	0	0	0	0
128	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-ec2instanceconnect-1.12.564.jar	0c159524c4296b42ac58f6ea4898aba5f31904ee78b63ac82bc475678455e513	0c159524c4296b42ac58f6ea4898aba5f31904ee78b63ac82bc475678455e513	55958	1	46	114093	0	0	0	0
129	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-ecr-1.12.564.jar	9511c2a5cb5b034be520a92b26f14ed8e505172dae35c1880c0ae0b973a2eca3	9511c2a5cb5b034be520a92b26f14ed8e505172dae35c1880c0ae0b973a2eca3	766697	1	484	1778228	0	0	0	0
130	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-ecrpublic-1.12.564.jar	ff9f1bf95b1f564136c86ad2becf131c112a4362c82a14b3b0a0c9a2a7d550be	ff9f1bf95b1f564136c86ad2becf131c112a4362c82a14b3b0a0c9a2a7d550be	383718	1	250	891626	0	0	0	0
131	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-ecs-1.12.564.jar	62bda6aabef4b8cd1751be8343ce28b690045417c7b2cbe530f7c505deb652ee	62bda6aabef4b8cd1751be8343ce28b690045417c7b2cbe530f7c505deb652ee	1283903	1	737	3062838	0	0	0	0
132	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-efs-1.12.564.jar	8bf4341a48fdefbd0d5218fc577914c4f3b713bd945d0564eea3f7ecc0905db1	8bf4341a48fdefbd0d5218fc577914c4f3b713bd945d0564eea3f7ecc0905db1	490010	1	303	1194527	0	0	0	0
133	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-eks-1.12.564.jar	366b46196b8ecdd982804ff9284027f3bfaf94a75fcf9f2d0b24450d4fc085ab	366b46196b8ecdd982804ff9284027f3bfaf94a75fcf9f2d0b24450d4fc085ab	729044	1	444	1687087	0	0	0	0
134	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-elasticache-1.12.564.jar	749bd665ee43ded6eb5a7432aeaf7163cafb04b6cca2e8880fc252867522083e	749bd665ee43ded6eb5a7432aeaf7163cafb04b6cca2e8880fc252867522083e	961165	1	591	2430344	0	0	0	0
135	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-elasticbeanstalk-1.12.564.jar	b44c8c66d33aee8f21f518f56df12a3c33dcbca6708062e2c1af487ac847328e	b44c8c66d33aee8f21f518f56df12a3c33dcbca6708062e2c1af487ac847328e	713258	1	426	1814889	0	0	0	0
136	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-elasticinference-1.12.564.jar	3b3506b53e5a90f54e4b720ae9bd06e616b1cb341057f78426fce3bfde0f9ba4	3b3506b53e5a90f54e4b720ae9bd06e616b1cb341057f78426fce3bfde0f9ba4	114209	1	76	262835	0	0	0	0
137	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-elasticloadbalancing-1.12.564.jar	15c88e51642001be0d926bc2ce690671dc0dfd6c47dfdf25f35ae4a16ee47ae9	15c88e51642001be0d926bc2ce690671dc0dfd6c47dfdf25f35ae4a16ee47ae9	397284	1	264	986808	0	0	0	0
138	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-elasticloadbalancingv2-1.12.564.jar	d1f589385cafb664a683d9efb8190c5db71e57f3daf37f8863c78b67292bb020	d1f589385cafb664a683d9efb8190c5db71e57f3daf37f8863c78b67292bb020	565968	1	364	1382644	0	0	0	0
139	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-elasticsearch-1.12.564.jar	a3c0c609763ccb8a491636fb9dae46e53f38f66646a662f7a9daa6d7edc90914	a3c0c609763ccb8a491636fb9dae46e53f38f66646a662f7a9daa6d7edc90914	1017719	1	599	2474212	0	0	0	0
140	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-elastictranscoder-1.12.564.jar	27fc3ac457ef1e136ba066499d1f6912a39871241d5e42eb4fa0829ee69d295a	27fc3ac457ef1e136ba066499d1f6912a39871241d5e42eb4fa0829ee69d295a	398571	1	227	955288	0	0	0	0
141	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-emr-1.12.564.jar	58007500c08bf43a76c3ddd7503d427178b4c170d574236e1ad249e615149a3f	58007500c08bf43a76c3ddd7503d427178b4c170d574236e1ad249e615149a3f	1270563	1	730	3051307	0	0	0	0
142	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-emrcontainers-1.12.564.jar	239bdcb76a90d53985b6da14e5cd249055a1fdb676fad1c3df107f0109650a12	239bdcb76a90d53985b6da14e5cd249055a1fdb676fad1c3df107f0109650a12	384276	1	225	919790	0	0	0	0
143	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-emrserverless-1.12.564.jar	4b5c1f7f488c5129e5f21009d08ffbfeb2a0eb6935ea98ce04fbd819ed20fb0a	4b5c1f7f488c5129e5f21009d08ffbfeb2a0eb6935ea98ce04fbd819ed20fb0a	321939	1	190	767745	0	0	0	0
144	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-entityresolution-1.12.564.jar	6852b5c20cba5cda94e78758b2541e582e2d96b4f72ccdc8dffec58889c6775f	6852b5c20cba5cda94e78758b2541e582e2d96b4f72ccdc8dffec58889c6775f	272862	1	166	659670	0	0	0	0
145	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-eventbridge-1.12.564.jar	1cd4b50fd522b11c323d2c223cddc56e36ba4ba4870e7630657ef0c55d2e2306	1cd4b50fd522b11c323d2c223cddc56e36ba4ba4870e7630657ef0c55d2e2306	974199	1	581	2343183	0	0	0	0
146	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-events-1.12.564.jar	c0d9a47e25f7b16c2293d3ceedde713b35b2d50d3d52c6deff33c15583153211	c0d9a47e25f7b16c2293d3ceedde713b35b2d50d3d52c6deff33c15583153211	888580	1	528	2151216	0	0	0	0
147	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-finspace-1.12.564.jar	7f5b4d32948e9058a33e7ae7e1e7053eb0e190f60868c0c8bf1b3099c1644985	7f5b4d32948e9058a33e7ae7e1e7053eb0e190f60868c0c8bf1b3099c1644985	566727	1	329	1384039	0	0	0	0
148	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-finspacedata-1.12.564.jar	0f5aeb9e06779fbc505b6f963a1e387dc3fbd1ed9cece063c68fbfa5fb28199e	0f5aeb9e06779fbc505b6f963a1e387dc3fbd1ed9cece063c68fbfa5fb28199e	479046	1	283	1162495	0	0	0	0
149	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-fis-1.12.564.jar	2ea3d41d5c036c549d1b14cf2658bebc9e573c288da7f9c558c332252e625e40	2ea3d41d5c036c549d1b14cf2658bebc9e573c288da7f9c558c332252e625e40	392405	1	232	910445	0	0	0	0
150	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-fms-1.12.564.jar	7b2c74e6574e27013c0ab5da88e52f9b3a2904407cdef6648a29443f73b18bae	7b2c74e6574e27013c0ab5da88e52f9b3a2904407cdef6648a29443f73b18bae	887831	1	523	2094670	0	0	0	0
151	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-forecast-1.12.564.jar	03d373eccda9bd0c943303e4c0f046b12e719af70981b5d36641ceee11124a60	03d373eccda9bd0c943303e4c0f046b12e719af70981b5d36641ceee11124a60	1039632	1	608	2551927	0	0	0	0
152	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-forecastquery-1.12.564.jar	bdf484cc453a86fcd33fdf7c72ff1da88b2f7758006eeca1f72977074be8a02e	bdf484cc453a86fcd33fdf7c72ff1da88b2f7758006eeca1f72977074be8a02e	53521	1	40	113310	0	0	0	0
153	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-frauddetector-1.12.564.jar	d017707a4f1b4bcc562c7e5edd835ccb047b0684ad99b4aae73b8ad9e5da2799	d017707a4f1b4bcc562c7e5edd835ccb047b0684ad99b4aae73b8ad9e5da2799	1141837	1	690	2792162	0	0	0	0
154	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-fsx-1.12.564.jar	4f673c376bf4c481f56853dd337c185c13afe797a0a6bb5e6827f0026c99b2a2	4f673c376bf4c481f56853dd337c185c13afe797a0a6bb5e6827f0026c99b2a2	1191384	1	675	2781086	0	0	0	0
155	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-gamelift-1.12.564.jar	b85915ee94302e5e6adc7d568cdf66aa223bfc24007efef9a13d6b730c17f887	b85915ee94302e5e6adc7d568cdf66aa223bfc24007efef9a13d6b730c17f887	1515723	1	890	3736428	0	0	0	0
156	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-gamesparks-1.12.564.jar	8e9a62346c573f80cf659edbb94d373a114b1cce94e2c42c7f1dcdc899f73d44	8e9a62346c573f80cf659edbb94d373a114b1cce94e2c42c7f1dcdc899f73d44	455076	1	285	1093337	0	0	0	0
157	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-glacier-1.12.564.jar	4632c81a63a997600dd1fd5ea6c2379f8698782bf3083daba9792e9bca6beaaf	4632c81a63a997600dd1fd5ea6c2379f8698782bf3083daba9792e9bca6beaaf	521302	1	323	1244163	0	0	0	0
158	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-globalaccelerator-1.12.564.jar	89ab21cfc890b256a686c3dbf12d4f10e1c2f84c149a115f45cfbcd56ea0fa8d	89ab21cfc890b256a686c3dbf12d4f10e1c2f84c149a115f45cfbcd56ea0fa8d	700471	1	433	1748309	0	0	0	0
159	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-glue-1.12.564.jar	eac7f1d3720a817ed447d2da68ddf01bd7d96c139c534c81d49a3f177e7c99d5	eac7f1d3720a817ed447d2da68ddf01bd7d96c139c534c81d49a3f177e7c99d5	3938706	1	2243	9428014	0	0	0	0
160	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-gluedatabrew-1.12.564.jar	0673ae9e2ca96876cc80b8c46828aaf329cfdf93de16b0012bae3883e15916bd	0673ae9e2ca96876cc80b8c46828aaf329cfdf93de16b0012bae3883e15916bd	786797	1	445	1918917	0	0	0	0
161	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-greengrass-1.12.564.jar	27d2cb64ebea962a331576731971008dab9f152950a7e65d44bc346e054af85f	27d2cb64ebea962a331576731971008dab9f152950a7e65d44bc346e054af85f	1181606	1	711	2980893	0	0	0	0
162	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-greengrassv2-1.12.564.jar	fab41e31f0960647a573527c91a1bfb5be24fa3f8d5e75873bde31ea29099c57	fab41e31f0960647a573527c91a1bfb5be24fa3f8d5e75873bde31ea29099c57	577915	1	345	1370195	0	0	0	0
163	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-groundstation-1.12.564.jar	f31874097811c4b9ca36d11746967206fb90f2da21ca729adf893ae998d3a708	f31874097811c4b9ca36d11746967206fb90f2da21ca729adf893ae998d3a708	673392	1	398	1591591	0	0	0	0
164	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-guardduty-1.12.564.jar	db25108b92f278a86562c87ab1007d2ba2e13b91230af42bf371d7bc7232439e	db25108b92f278a86562c87ab1007d2ba2e13b91230af42bf371d7bc7232439e	1606874	1	949	3756671	0	0	0	0
165	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-health-1.12.564.jar	e4e08bb6ea9d00a120c513b7db6600d59b274d15df85f2a389cfb17448fd7587	e4e08bb6ea9d00a120c513b7db6600d59b274d15df85f2a389cfb17448fd7587	294491	1	170	709616	0	0	0	0
166	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-healthlake-1.12.564.jar	c317ffbafd46fae53c9aa4cb78df8aa8e53e122d359c510b455d10fcd597a0b7	c317ffbafd46fae53c9aa4cb78df8aa8e53e122d359c510b455d10fcd597a0b7	228825	1	144	540474	0	0	0	0
167	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-honeycode-1.12.564.jar	e0ed878bc85da1181f052c2995d1b9d91dcd03ae1a7ffc0039380cf25c9ae4e5	e0ed878bc85da1181f052c2995d1b9d91dcd03ae1a7ffc0039380cf25c9ae4e5	322234	1	200	738229	0	0	0	0
168	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iam-1.12.564.jar	21d69f0b08f583d08bd5cb0a1fa82ed08c900431b85054b3f71faaecb129600b	21d69f0b08f583d08bd5cb0a1fa82ed08c900431b85054b3f71faaecb129600b	1557701	1	999	4093650	0	0	0	0
169	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iamrolesanywhere-1.12.564.jar	60e3c4ddd8095ce8c64a71c48d88e97c1bccc8b9b5bd438706a3518c058910cb	60e3c4ddd8095ce8c64a71c48d88e97c1bccc8b9b5bd438706a3518c058910cb	374340	1	230	920159	0	0	0	0
170	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-identitystore-1.12.564.jar	8f2b0669cefd669f0f5b72cbcc672223a99b7edd2c9be5529c7fa8fcda51140c	8f2b0669cefd669f0f5b72cbcc672223a99b7edd2c9be5529c7fa8fcda51140c	296515	1	181	717810	0	0	0	0
171	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-imagebuilder-1.12.564.jar	2f283acebe546a0f4d8f54e9b787284a8b6924fcd9c4b56f8b5b56e7622d78ac	2f283acebe546a0f4d8f54e9b787284a8b6924fcd9c4b56f8b5b56e7622d78ac	1078357	1	600	2640061	0	0	0	0
172	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-importexport-1.12.564.jar	33704bf689269e5eee843f5154036be3f5b955606270db5a8d2a1f7145cacdc8	33704bf689269e5eee843f5154036be3f5b955606270db5a8d2a1f7145cacdc8	106626	1	87	232424	0	0	0	0
173	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-inspector-1.12.564.jar	19feb18daa19bc837d54591ef0b73ac11140d6d848e00b918adfc0309dad9986	19feb18daa19bc837d54591ef0b73ac11140d6d848e00b918adfc0309dad9986	631784	1	375	1523942	0	0	0	0
174	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-inspector2-1.12.564.jar	72b0c71c52c14a707a0dd61768925ac1eb470c69c0fc2a838871c2dd0e13d921	72b0c71c52c14a707a0dd61768925ac1eb470c69c0fc2a838871c2dd0e13d921	1205443	1	701	2818054	0	0	0	0
175	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-internetmonitor-1.12.564.jar	ec1a8b92bde61fb1dfd76f526a96278b324876196722961901eff754b56707b2	ec1a8b92bde61fb1dfd76f526a96278b324876196722961901eff754b56707b2	223694	1	140	518375	0	0	0	0
176	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iot-1.12.564.jar	1bd98b1adb4ad61ecc5161ee0a370fc44aa8342663ab1d120d1252ff6d9dc114	1bd98b1adb4ad61ecc5161ee0a370fc44aa8342663ab1d120d1252ff6d9dc114	3854350	1	2350	9325003	0	0	0	0
177	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iot1clickdevices-1.12.564.jar	1b084fdfc557154425e8becb57fdf7bfa513b3d9f2d914ed271d59d86a2ce56a	1b084fdfc557154425e8becb57fdf7bfa513b3d9f2d914ed271d59d86a2ce56a	177898	1	119	423464	0	0	0	0
178	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iot1clickprojects-1.12.564.jar	f06ad3d9019ada14c78c267555970292870e2ba79c63d104f665b49f871307cd	f06ad3d9019ada14c78c267555970292870e2ba79c63d104f665b49f871307cd	209277	1	136	512148	0	0	0	0
179	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iotanalytics-1.12.564.jar	512110eb29f199193292d9d00c58e9095f9debecdfa90ee0a2fa48b644ab5122	512110eb29f199193292d9d00c58e9095f9debecdfa90ee0a2fa48b644ab5122	767971	1	476	1786597	0	0	0	0
180	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iotdeviceadvisor-1.12.564.jar	01e3b5aa1547d32fcd7d7c9dcf029a55f9a141b5983d46fea464a186a0338b14	01e3b5aa1547d32fcd7d7c9dcf029a55f9a141b5983d46fea464a186a0338b14	226157	1	137	547752	0	0	0	0
181	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iotevents-1.12.564.jar	2594b375109587c6e8346ccba33531e5e74192f1237b73f3bb60b12b5ac97801	2594b375109587c6e8346ccba33531e5e74192f1237b73f3bb60b12b5ac97801	618616	1	381	1433338	0	0	0	0
182	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-ioteventsdata-1.12.564.jar	c5011cf18a3e41616ee4d9ee9d4786e4641a8dd9bd03dc7a44c2e028deb0cbf1	c5011cf18a3e41616ee4d9ee9d4786e4641a8dd9bd03dc7a44c2e028deb0cbf1	331150	1	205	747389	0	0	0	0
183	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iotfleethub-1.12.564.jar	547652bb862de037804792f52da56c6c0637ea8628567f7ad92587774eb9975d	547652bb862de037804792f52da56c6c0637ea8628567f7ad92587774eb9975d	109096	1	76	257373	0	0	0	0
