source_namespace	source_var	target	count
datomic.artemis-client	fressian-producer	datomic.slf4j/process	1
datomic.artemis-client	read-batch	datomic.fressian/create-reader	1
datomic.artemis-client	read-batch	datomic.fressian/read-batch	1
datomic.artemis-client	rpc-request	datomic.cache/put	1
datomic.artemis-client	rpc-request	datomic.common/rand-uuid	1
datomic.assert	assert	datomic.assert/*assert-handler*	2
datomic.async	daemon	datomic.slf4j/process	2
datomic.aws	client-config	datomic.datafy/data-to-object	1
datomic.aws	data-to-object	datomic.datafy/data-to-object	1
datomic.aws	data-to-object	datomic.datafy/property-to-object	40
datomic.aws	defclient	datomic.aws/credentials	2
datomic.aws	defclient	datomic.aws/endpoint-for	1
datomic.aws	defclient	datomic.aws/newclient	5
datomic.aws	defclient	datomic.datafy/data-to-object	1
datomic.aws	defclient	datomic.datafy/type-descriptor	1
datomic.aws-monitor	cloudwatch-reporter-ref	datomic.config/property	5
datomic.aws-monitor	create-cloudwatch-reporter	datomic.cloudwatch/client	1
datomic.aws-monitor	report-metrics	datomic.cloudwatch/put-metrics	2
datomic.aws-monitor	units	datomic.slf4j/event->timing	1
datomic.backup	ValueBackup	datomic.common/pfuture	2
datomic.backup	ValueBackup	datomic.error/raise	2
datomic.backup	ValueBackup	datomic.slf4j/format-as-msec	1
datomic.backup	ValueBackup	datomic.slf4j/process	2
datomic.backup	ValueRestore	datomic.common/pfuture	2
datomic.backup	ValueRestore	datomic.error/raise	1
datomic.backup	ValueRestore	datomic.slf4j/format-as-msec	1
datomic.backup	ValueRestore	datomic.slf4j/process	2
datomic.backup	backup->mem	datomic.common/require-keys	1
datomic.backup	backup->mem	datomic.error/state	1
datomic.backup	backup-branch-pool	datomic.common/thread-pool	1
datomic.backup	backup-branch-size	datomic.config/property	1
datomic.backup	backup-concurrency	datomic.config/property	2
datomic.backup	backup-db	datomic.coordination/resolve-db-name	1
datomic.backup	backup-db	datomic.domain/system-cache-olookup	1
datomic.backup	backup-db	datomic.error/raise	1
datomic.backup	backup-db	datomic.monitor/alarm	1
datomic.backup	backup-db	datomic.slf4j/caused-by	1
datomic.backup	backup-db	datomic.slf4j/format-as-msec	1
datomic.backup	backup-db	datomic.slf4j/process	3
datomic.backup	backup-db	datomic.uri/parse-db	1
datomic.backup	backup-roots	datomic.fressian/byte-buf	1
datomic.backup	backup-roots	datomic.fressian/user-write-handlers	1
datomic.backup	backup-seg-ids	datomic.treewalk/db-seq	1
datomic.backup	claim	datomic.io/string->bbuf	1
datomic.backup	claimed-by	datomic.io/bbuf->string	1
datomic.backup	create-backup-job	datomic.common/getx	2
datomic.backup	create-backup-job	datomic.fressian/defressian	1
datomic.backup	create-backup-job	datomic.index/index-ref-key-name	1
datomic.backup	create-backup-job	datomic.index/valid-version	1
datomic.backup	create-backup-job	datomic.io/alias-buf-bytes	1
datomic.backup	create-backup-job	datomic.log/last-tree-tx	1
datomic.backup	create-backup-job	datomic.log/max-t	2
datomic.backup	create-backup-job	datomic.log/read-handlers	1
datomic.backup	create-backup-job	datomic.log/read-tail-descriptor	1
datomic.backup	create-backup-job	datomic.treewalk/create-parent-node	2
datomic.backup	create-backup-job	datomic.treewalk/index-top-walker	1
datomic.backup	create-backup-job	datomic.treewalk/log-root-walker	1
datomic.backup	create-cluster	datomic.config/property	2
datomic.backup	create-cluster	datomic.coordination/create-db-cluster	1
datomic.backup	create-ids->nodes	datomic.treewalk/create-ids->nodes	1
datomic.backup	create-restore-job	datomic.error/raise	1
datomic.backup	create-restore-job	datomic.treewalk/create-parent-node	2
datomic.backup	create-restore-job	datomic.treewalk/index-top-walker	1
datomic.backup	create-restore-job	datomic.treewalk/log-root-walker	1
datomic.backup	create-restore-target	datomic.catalog/create-database	1
datomic.backup	create-restore-target	datomic.coordination/cluster-conf->resolved-conf	1
datomic.backup	create-restore-target	datomic.coordination/create-system-cluster	1
datomic.backup	create-restore-target	datomic.error/arg	3
datomic.backup	create-restore-target	datomic.error/raise	1
datomic.backup	create-restore-target	datomic.uri/parse-db	1
datomic.backup	create-storage*	datomic.error/arg	1
datomic.backup	create-storage*	datomic.error/arg	1
datomic.backup	create-storage*	datomic.require/require-and-run	1
datomic.backup	create-storage*	datomic.require/require-and-run	1
datomic.backup	create-value-backup	datomic.config/property	1
datomic.backup	ensure-claim	datomic.error/arg	1
datomic.backup	ensure-claim	datomic.error/raise	1
datomic.backup	gc-deleted-dbs	datomic.garbage/gc-deleted-dbs	1
datomic.backup	maybe-segset-storage	datomic.config/property	1
datomic.backup	mem->backup	datomic.common/require-keys	1
datomic.backup	missing-seg-ids	datomic.common/pfuture	1
datomic.backup	missing-seg-ids	datomic.queue/queue-seq	1
datomic.backup	missing-seg-ids	datomic.slf4j/format-as-msec	1
datomic.backup	missing-seg-ids	datomic.slf4j/process	2
datomic.backup	pool-size	datomic.config/property	2
datomic.backup	read-roots	datomic.fressian/defressian	1
datomic.backup	read-roots	datomic.fressian/user-read-handlers	1
datomic.backup	require-latest-t	datomic.error/raise	1
datomic.backup	restore-db	datomic.garbage/ensure-root-ref	1
datomic.backup	restore-db	datomic.monitor/alarm	1
datomic.backup	restore-db	datomic.slf4j/caused-by	1
datomic.backup	restore-db	datomic.slf4j/format-as-msec	1
datomic.backup	restore-db	datomic.slf4j/process	3
datomic.backup	restore-roots	datomic.cluster/reset-pod	1
datomic.backup	restore-roots	datomic.cluster/reset-ref	1
datomic.backup	restore-roots	datomic.config/property	1
datomic.backup	restore-roots	datomic.error/raise	2
datomic.backup	restore-roots	datomic.index/index-ref-key-name	1
datomic.backup	restore-roots	datomic.log/tail-pod-key	1
datomic.backup	retry	datomic.common/log-retry	1
datomic.backup	retry	datomic.common/retry-fn	1
datomic.backup	storage-olookup	datomic.cache/lookup-transformer	1
datomic.backup	storage-olookup	datomic.cluster/uuid->val-key	1
datomic.backup	storage-olookup	datomic.domain/common-read-handlers	1
datomic.backup	storage-olookup	datomic.domain/peer-object-lookup	1
datomic.backup	storage-olookup	datomic.domain/system-cache	1
datomic.backup	thread-pool	datomic.common/thread-pool	1
datomic.backup	unreadable-seg-ids	datomic.common/log-and-print	1
datomic.backup	unreadable-seg-ids	datomic.common/pfuture	1
datomic.backup	verify-backup	datomic.error/raise	1
datomic.btset	BTSet	datomic.iter/iter-rseq	1
datomic.btset	BTSet	datomic.iter/iter-seq	1
datomic.btset	bench	datomic.iter/iget	4
datomic.btset	bench	datomic.iter/inext	3
datomic.btset	bench	datomic.iter/iprev	1
datomic.builtins	build-retract-args	datomic.db/datoms	2
datomic.builtins	build-retract-args	datomic.db/resolve-id	2
datomic.builtins	compare-and-swap	datomic.db/attribute	1
datomic.builtins	compare-and-swap	datomic.db/datoms	1
datomic.builtins	compare-and-swap	datomic.db/require-attrid	1
datomic.builtins	compare-and-swap	datomic.error/arg	2
datomic.builtins	compare-and-swap	datomic.error/state	1
datomic.builtins	component-es-set	datomic.db/datoms	1
datomic.cache	getx-uncached	datomic.common/getx	1
datomic.cache	read-ahead	datomic.common/getx	1
datomic.cache	read-ahead-pool	datomic.common/thread-pool	1
datomic.cache	read-ahead-pool	datomic.config/property	1
datomic.cache	read-ahead-pool-prop	datomic.config/property	1
datomic.cache	report-val-fn-fail	datomic.io/describe-bbuf	1
datomic.callback	compile-static-method-callback	datomic.slf4j/process	3
datomic.callback	create-callback	datomic.slf4j/process	1
datomic.cassandra	cluster-from-callback	datomic.callback/create-callback	1
datomic.cassandra	cluster-from-callback	datomic.slf4j/process	3
datomic.cassandra-v4	session-from-callback	datomic.callback/create-callback	1
datomic.cassandra-v4	session-from-callback	datomic.slf4j/process	3
datomic.cassandra-values	chunk-pool	datomic.common/thread-pool	1
datomic.cassandra-values	chunk-pool	datomic.config/property	1
datomic.cassandra-values	delete-value	datomic.cassandra/cql-delete	2
datomic.cassandra-values	delete-value	datomic.cassandra/cql-select	1
datomic.cassandra-values	delete-value	datomic.slf4j/format-as-msec	3
datomic.cassandra-values	delete-value	datomic.slf4j/process	6
datomic.cassandra-values	get-value	datomic.cassandra/cql-select	2
datomic.cassandra-values	get-value	datomic.io/unchunk	1
datomic.cassandra-values	get-value	datomic.slf4j/format-as-msec	2
datomic.cassandra-values	get-value	datomic.slf4j/process	4
datomic.cassandra-values	put-value	datomic.cassandra/cql-insert	2
datomic.cassandra-values	put-value	datomic.future/-future-with-channel-impl	1
datomic.cassandra-values	put-value	datomic.future/add-bounding-warning	1
datomic.cassandra-values	put-value	datomic.future/bounding-warn-seconds	1
datomic.cassandra-values	put-value	datomic.io/chunk	1
datomic.cassandra-values	put-value	datomic.slf4j/format-as-msec	2
datomic.cassandra-values	put-value	datomic.slf4j/process	5
datomic.cassandra-values-v4	chunk-pool	datomic.common/thread-pool	1
datomic.cassandra-values-v4	chunk-pool	datomic.config/property	1
datomic.cassandra-values-v4	delete-value	datomic.cassandra-v4/cql-delete	2
datomic.cassandra-values-v4	delete-value	datomic.cassandra-v4/cql-select	1
datomic.cassandra-values-v4	delete-value	datomic.slf4j/format-as-msec	3
datomic.cassandra-values-v4	delete-value	datomic.slf4j/process	6
datomic.cassandra-values-v4	get-value	datomic.cassandra-v4/cql-select	2
datomic.cassandra-values-v4	get-value	datomic.io/unchunk	1
datomic.cassandra-values-v4	get-value	datomic.slf4j/format-as-msec	2
datomic.cassandra-values-v4	get-value	datomic.slf4j/process	4
datomic.cassandra-values-v4	put-value	datomic.cassandra-v4/cql-insert	2
datomic.cassandra-values-v4	put-value	datomic.future/-future-with-channel-impl	1
datomic.cassandra-values-v4	put-value	datomic.future/add-bounding-warning	1
datomic.cassandra-values-v4	put-value	datomic.future/bounding-warn-seconds	1
datomic.cassandra-values-v4	put-value	datomic.io/chunk	1
datomic.cassandra-values-v4	put-value	datomic.slf4j/format-as-msec	2
datomic.cassandra-values-v4	put-value	datomic.slf4j/process	5
datomic.cast2slf4j	work	datomic.monitor/add-stat	1
datomic.cast2slf4j	work	datomic.slf4j/caused-by	1
datomic.cast2slf4j	work	datomic.slf4j/process	4
datomic.catalog	pod->catalog	datomic.io/bbuf->string	1
datomic.catalog	put-catalog	datomic.cluster/update-pod	1
datomic.catalog	put-catalog	datomic.io/clj->bbuf	1
datomic.catalog	update-catalog	datomic.common/log-retry	1
datomic.catalog	update-catalog	datomic.common/retry-fn	1
datomic.catalog	with-retry	datomic.common/log-retry	1
datomic.catalog	with-retry	datomic.common/retry-fn	1
datomic.cleanup	shared-manager-ref	datomic.error/report	1
datomic.cloudwatch	client	datomic.aws/credentials	6
datomic.cloudwatch	client	datomic.aws/endpoint-for	1
datomic.cloudwatch	client	datomic.datafy/data-to-object	1
datomic.cloudwatch	data-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	data-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	data-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	data-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	data-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	data-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	data-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	data-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	data-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	data-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	data-to-object	datomic.datafy/property-to-object	2
datomic.cloudwatch	data-to-object	datomic.datafy/property-to-object	2
datomic.cloudwatch	data-to-object	datomic.datafy/property-to-object	4
datomic.cloudwatch	data-to-object	datomic.datafy/property-to-object	8
datomic.cloudwatch	data-to-object	datomic.datafy/property-to-object	9
datomic.cloudwatch	data-to-object	datomic.datafy/property-to-object	13
datomic.cloudwatch	data-to-object	datomic.datafy/property-to-object	15
datomic.cloudwatch	data-to-object	datomic.datafy/property-to-object	15
datomic.cloudwatch	describe-alarms	datomic.datafy/data-to-object	1
datomic.cloudwatch	get-metric-statistics	datomic.datafy/data-to-object	1
datomic.cloudwatch	list-metrics	datomic.datafy/data-to-object	1
datomic.cloudwatch	property-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	property-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	property-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	property-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	property-to-object	datomic.datafy/data-to-object	1
datomic.cloudwatch	property-to-object	datomic.datafy/property-to-object	1
datomic.cloudwatch	property-to-object	datomic.datafy/property-to-object	1
datomic.cloudwatch	property-to-object	datomic.datafy/property-to-object	1
datomic.cloudwatch	property-to-object	datomic.datafy/property-to-object	1
datomic.cloudwatch	property-to-object	datomic.datafy/property-to-object	1
datomic.cloudwatch	put-metrics	datomic.datafy/data-to-object	1
datomic.cluster	QueueingWriter	datomic.promise/delivered	1
datomic.cluster	new-pod-key	datomic.common/rand-uuid	1
datomic.cluster	new-pod-key	datomic.common/rand-uuid	1
datomic.cluster	new-val-key	datomic.common/rand-uuid	1
datomic.cluster	queueing-writer	datomic.promise/settable-future	1
datomic.cluster	reset-ref	datomic.slf4j/format-as-msec	1
datomic.cluster	reset-ref	datomic.slf4j/process	2
datomic.cluster	touch-ref	datomic.slf4j/format-as-msec	1
datomic.cluster	touch-ref	datomic.slf4j/process	2
datomic.cluster	write-vals	datomic.slf4j/format-as-msec	1
datomic.cluster	write-vals	datomic.slf4j/process	2
datomic.cluster	write-vals*	datomic.common/bounded-deref	1
datomic.cluster	write-vals*	datomic.monitor/add-stat	1
datomic.cluster	write-vals*	datomic.slf4j/format-as-msec	1
datomic.cluster	write-vals*	datomic.slf4j/process	1
datomic.cluster-stack	ValStoreOnKvCache	datomic.cache/put	1
datomic.cluster-stack	ValStoreOnKvCache	datomic.core2.anomalies/fault	1
datomic.cluster-stack	ValStoreOnKvCache	datomic.future/-future-with-channel-impl	1
datomic.cluster-stack	ValStoreOnKvCache	datomic.future/add-bounding-warning	1
datomic.cluster-stack	ValStoreOnKvCache	datomic.future/bounding-warn-seconds	1
datomic.cluster-stack	cluster-with-cache	datomic.combined-cluster/combined-cluster	1
datomic.cluster-stack	cluster-with-cache	datomic.core2.val-store.double-store/create	1
datomic.cluster-stack	cluster-with-cache	datomic.val-cluster/val-cluster	1
datomic.cluster-stack	kv-cache-ref	datomic.common/closing-watch	1
datomic.cluster-stack	pool-ref	datomic.common/cached-thread-pool	1
datomic.cluster-stack	start-kv-cache	datomic.common/requiring-resolve!	3
datomic.cluster-stack	start-kv-cache	datomic.config/valcache-args	1
datomic.cluster-stack	start-kv-cache	datomic.core2.val-store.double-store/create	1
datomic.cluster-stack	start-kv-cache	datomic.memcached/start-local-memcached-from-config	1
datomic.cluster-stack	start-kv-cache	datomic.memcached/start-memcached-from-config	1
datomic.cluster-stack	start-kv-cache	datomic.valcache-direct/create	1
datomic.clusterfs	create-file	datomic.cluster/uuid->val-key	1
datomic.clusterfs	create-file	datomic.cluster/write-vals	2
datomic.clusterfs	create-file	datomic.common/rand-uuid	1
datomic.clusterfs	create-file	datomic.slf4j/format-as-msec	1
datomic.clusterfs	create-file	datomic.slf4j/process	2
datomic.clusterfs	create-files	datomic.slf4j/format-as-msec	1
datomic.clusterfs	create-files	datomic.slf4j/process	2
datomic.clusterfs	create-fs	datomic.cluster/uuid->val-key	1
datomic.clusterfs	create-fs	datomic.common/rand-uuid	1
datomic.clusterfs	create-fs	datomic.fressian/fressian-val	1
datomic.clusterfs	create-fs	datomic.monitor/add-stat	1
datomic.clusterfs	create-fs	datomic.slf4j/format-as-msec	1
datomic.clusterfs	create-fs	datomic.slf4j/process	3
datomic.clusterfs	file-chunk-keys	datomic.cluster/uuid->val-key	1
datomic.clusterfs	fressian-chunk-from-channel	datomic.fressian/fressian-val	1
datomic.clusterfs	fressian-chunk-from-channel	datomic.io/alias-buf-bytes	1
datomic.clusterfs	fressian-chunk-from-channel	datomic.io/read-n-bytes	1
datomic.clusterfs	read-handlers	datomic.fressian/clojure-read-handlers	1
datomic.clusterfs	write-handlers	datomic.fressian/clojure-write-handlers	1
datomic.combined-cluster	CombinedCluster	datomic.cluster/close	2
datomic.combined-cluster	CombinedCluster	datomic.cluster/get-ref-store	1
datomic.common	cached-thread-pool	datomic.core2.thread/cached-thread-pool	1
datomic.common	fire	datomic.monitor/alarm	1
datomic.common	fire	datomic.slf4j/warn	1
datomic.common	handoff-thread-pool	datomic.core2.thread/handoff-thread-pool	1
datomic.common	log-and-print	datomic.slf4j/process	1
datomic.common	log-retry	datomic.slf4j/caused-by	1
datomic.common	log-retry	datomic.slf4j/process	2
datomic.common	schedule	datomic.monitor/alarm	1
datomic.common	schedule	datomic.slf4j/caused-by	1
datomic.common	schedule	datomic.slf4j/process	1
datomic.common	thread-pool	datomic.core2.thread/thread-pool	1
datomic.common	with-nano-time	datomic.common/return-or-throw	1
datomic.common	with-nano-time	datomic.common/returning-throwable	1
datomic.config	config-table	datomic.aws-monitor/cloudwatch-reporter	1
datomic.config	property	datomic.error/arg	1
datomic.config	read-system-property	datomic.error/arg	1
datomic.config	validate-properties	datomic.error/arg	2
datomic.config	version	datomic.cli/development-version	1
datomic.config	version	datomic.require/require-and-run	1
datomic.connector	HornetNotifier	datomic.monitor/alarm	1
datomic.connector	HornetNotifier	datomic.slf4j/caused-by	1
datomic.connector	HornetNotifier	datomic.slf4j/process	1
datomic.connector	TransactorHornetConnector	datomic.artemis-client/create-consumer	1
datomic.connector	TransactorHornetConnector	datomic.artemis-client/create-fressian-message	1
datomic.connector	TransactorHornetConnector	datomic.artemis-client/create-producer	1
datomic.connector	TransactorHornetConnector	datomic.artemis-client/create-rpc-client	1
datomic.connector	TransactorHornetConnector	datomic.artemis-client/create-temporary-queue	1
datomic.connector	TransactorHornetConnector	datomic.artemis-client/delete-queue	2
datomic.connector	TransactorHornetConnector	datomic.artemis-client/rpc-request	1
datomic.connector	TransactorHornetConnector	datomic.artemis-client/start-session	3
datomic.connector	TransactorHornetConnector	datomic.cache/clear	2
datomic.connector	TransactorHornetConnector	datomic.common/sync-shutdown	4
datomic.connector	TransactorHornetConnector	datomic.error/report	6
datomic.connector	TransactorHornetConnector	datomic.error/runonce	3
datomic.connector	TransactorHornetConnector	datomic.monitor/alarm	1
datomic.connector	TransactorHornetConnector	datomic.promise/delivered	1
datomic.connector	TransactorHornetConnector	datomic.slf4j/caused-by	1
datomic.connector	TransactorHornetConnector	datomic.slf4j/format-as-msec	2
datomic.connector	TransactorHornetConnector	datomic.slf4j/process	6
datomic.connector	TransactorHornetConnector	datomic.transaction/push-address	1
datomic.connector	TransactorHornetConnector	datomic.transaction/submit-address	1
datomic.connector	TransactorHornetConnector	datomic.transaction/write-handlers	1
datomic.connector	create-hornet-factory	datomic.artemis-client/netty-connector-factory	1
datomic.connector	create-hornet-notifier	datomic.artemis-client/delete-queue	1
datomic.connector	create-hornet-notifier	datomic.artemis-client/read-batch	1
datomic.connector	create-hornet-notifier	datomic.common/sync-shutdown	2
datomic.connector	create-hornet-notifier	datomic.error/runonce	1
datomic.connector	create-hornet-notifier	datomic.monitor/alarm	1
datomic.connector	create-hornet-notifier	datomic.slf4j/caused-by	1
datomic.connector	create-hornet-notifier	datomic.slf4j/format-as-msec	2
datomic.connector	create-hornet-notifier	datomic.slf4j/process	5
datomic.connector	create-hornet-notifier	datomic.transaction/read-handlers	1
datomic.connector	create-transactor-hornet-connector	datomic.config/property	1
datomic.connector	endpoint-error	datomic.slf4j/redact	1
datomic.connector	host-order	datomic.aws-detect/running-in-ec2?	1
datomic.connector	notify	datomic.transaction/peer-message-type	1
datomic.connector	sfb-cache	datomic.cache/create-soft-limited	1
datomic.connector	stop-all-connectors	datomic.cache/cache-keys	1
datomic.connector	stop-all-connectors	datomic.cache/remove	2
datomic.connector	try-hornet-connect	datomic.artemis-client/create-connector	1
datomic.connector	try-hornet-connect	datomic.artemis-client/create-session-factory	1
datomic.connector	try-hornet-connect	datomic.cache/put	1
datomic.connector	try-hornet-connect	datomic.cleanup/register-cleanup	1
datomic.connector	try-hornet-connect	datomic.cleanup/shared-manager-ref	1
datomic.connector	try-hornet-connect	datomic.slf4j/process	3
datomic.coordination	check-peer-version	datomic.config/property	1
datomic.coordination	check-peer-version	datomic.error/arg	2
datomic.coordination	cluster-conf->resolved-conf	datomic.catalog/get-catalog	1
datomic.coordination	cluster-conf->resolved-conf	datomic.catalog/parse-db-conf	1
datomic.coordination	create-cluster	datomic.error/arg	1
datomic.coordination	create-db-cluster	datomic.cluster-stack/cluster-with-cache	1
datomic.coordination	create-db-cluster	datomic.cluster-stack/kv-cache-ref	1
datomic.coordination	create-dev-cluster	datomic.h2/local-jdbc-spec	1
datomic.coordination	create-dev-cluster	datomic.h2/remote-jdbc-spec	1
datomic.coordination	create-dev-cluster	datomic.kv-cluster/kv-cluster	1
datomic.coordination	create-dev-cluster	datomic.kv-sql/from-spec	2
datomic.coordination	db-cache	datomic.cache/create-write-limited	1
datomic.coordination	db-cache	datomic.cache/fn->lookup	1
datomic.coordination	db-cache	datomic.cache/lookup-cache	1
datomic.coordination	init-dev	datomic.h2/init-tcp	1
datomic.coordination	lookup-endpoint	datomic.slf4j/format-as-msec	1
datomic.coordination	lookup-endpoint	datomic.slf4j/process	2
datomic.coordination	vc-password	datomic.codec/bytes->string	1
datomic.coordination	vc-password	datomic.codec/encode-64	1
datomic.coordination-ext	create-cluster	datomic.coordination/create-cluster	1
datomic.coordination-ext	create-cluster	datomic.coordination/create-cluster	1
datomic.coordination-ext	create-cluster	datomic.coordination/create-cluster	1
datomic.coordination-ext	create-cluster	datomic.coordination/create-cluster	1
datomic.coordination-ext	create-cluster	datomic.coordination/create-cluster	1
datomic.coordination-ext	create-cluster	datomic.coordination/create-cluster	1
datomic.coordination-ext	create-cluster	datomic.coordination/create-cluster	1
datomic.coordination-ext	create-cluster	datomic.coordination/create-cluster	1
datomic.coordination-ext	create-cluster	datomic.coordination/create-cluster	1
datomic.coordination-ext	create-cluster	datomic.coordination/create-cluster	1
datomic.coordination-ext	create-cluster	datomic.coordination/create-dev-cluster	1
datomic.coordination-ext	create-cluster	datomic.ddb-cluster/create-connection	1
datomic.coordination-ext	create-cluster	datomic.ddb-cluster/create-connection	1
datomic.coordination-ext	create-cluster	datomic.ddb-s3-cluster/create-connection	1
datomic.coordination-ext	create-cluster	datomic.kv-cassandra/kv-cassandra	1
datomic.coordination-ext	create-cluster	datomic.kv-cassandra2/kv-cassandra	1
datomic.coordination-ext	create-cluster	datomic.kv-cassandra3/kv-cassandra	1
datomic.coordination-ext	create-cluster	datomic.kv-cluster/kv-cluster	1
datomic.coordination-ext	create-cluster	datomic.kv-cluster/kv-cluster	1
datomic.coordination-ext	create-cluster	datomic.kv-cluster/kv-cluster	1
datomic.coordination-ext	create-cluster	datomic.kv-cluster/kv-cluster	1
datomic.coordination-ext	create-cluster	datomic.kv-cluster/kv-cluster	1
datomic.coordination-ext	create-cluster	datomic.kv-cluster/kv-cluster	1
datomic.coordination-ext	create-cluster	datomic.kv-hotrod/kv-infinispan	1
datomic.coordination-ext	create-cluster	datomic.kv-sql-ext/kv-sql	1
datomic.coordination-ext	create-cluster	datomic.require/require-and-run	1
datomic.coordination-ext	create-cluster	datomic.require/require-and-run	1
datomic.coordination-ext	create-cluster	datomic.require/require-and-run	1
datomic.coordination-ext	create-cluster	datomic.require/require-and-run	1
datomic.coordination-ext	create-cluster	datomic.require/require-and-run	1
datomic.coordination-ext	create-cluster	datomic.require/require-and-run	1
datomic.coordination-ext	create-cluster	datomic.require/require-and-run	1
datomic.coordination-ext	create-cluster	datomic.require/require-and-run	1
datomic.coordination-ext	create-cluster	datomic.require/require-and-run	1
datomic.coordination-ext	init-protocol	datomic.coordination/init-dev	1
datomic.coordination-ext	init-protocol	datomic.coordination/init-protocol	1
datomic.core2.anomalies	-slet*	datomic.core2.anomalies/anom	1
datomic.core2.anomalies	ok->	datomic.core2.anomalies/anom	1
datomic.core2.anomalies	returning	datomic.core2.anomalies/fault	1
datomic.core2.async	<!x	datomic.core2.async/channel-closed-error	1
datomic.core2.atom	reset!	datomic.core2.anomalies/anom	1
datomic.core2.atom	swap!	datomic.core2.anomalies/anom	1
datomic.core2.atom.logged	LoggedAtom	datomic.core2.anomalies/anom	17
datomic.core2.atom.logged	LoggedAtom	datomic.core2.anomalies/athrow	1
datomic.core2.atom.logged	LoggedAtom	datomic.core2.log/item-body	1
datomic.core2.atom.logged	LoggedAtom	datomic.core2.log/item-header	1
datomic.core2.atom.logged	LoggedAtom	datomic.core2.log/scan	1
datomic.core2.atom.logged	append-value	datomic.core2.anomalies/anom	1
datomic.core2.atom.logged	append-value	datomic.core2.log/append	1
datomic.core2.atom.logged	create	datomic.core2.anomalies/anom	1
datomic.core2.aws.s3.aws-api	get-bytes	datomic.core2.anomalies/anom	1
datomic.core2.aws.s3.aws-api	get-bytes	datomic.core2.anomalies/fault	1
datomic.core2.aws.s3.aws-api	get-bytes	datomic.core2.async/channel-closed-error	1
datomic.core2.log	ensure-tombstone	datomic.core2.anomalies/anom	1
datomic.core2.log	scan	datomic.core2.log.spi/normalize-scan-opts	1
datomic.core2.log.ddb	Log	datomic.core2.anomalies/anom	1
datomic.core2.log.ddb	Log	datomic.core2.async/put-all!	1
