keyword	total	namespaces
:event	173	datomic.async:2,datomic.backup:6,datomic.cassandra-values:7,datomic.cassandra-values-v4:7,datomic.cast2slf4j:1,datomic.cluster:4,datomic.clusterfs:4,datomic.common:1,datomic.connector:8,datomic.coordination:1,datomic.db:2,datomic.ddb:1,datomic.ddb-values:6,datomic.domain:2,datomic.fulltext:5,datomic.future:1,datomic.garbage:5,datomic.h2:1,datomic.index:34,datomic.integrity:4,datomic.kv-cluster:14,datomic.kv-sql:1,datomic.kv-sql-ext:2,datomic.log:10,datomic.memcached:3,datomic.peer:16,datomic.process-monitor:3,datomic.slf4j:2,datomic.tools:1,datomic.transaction:3,datomic.val-cluster:3,datomic.valcache:10,datomic.valcache-direct:3
:event/least-pop-slice	1	datomic.index:1
:eviction-file-window	2	datomic.valcache:2
:eviction-interval-secs	3	datomic.config:1,datomic.valcache:2
:eviction-threshold-mb	3	datomic.config:1,datomic.valcache:2
:ex	3	datomic.cast2slf4j:2,datomic.memcached:1
:exception	1	datomic.ddb:1
:excise	4	datomic.db:2,datomic.peer:2
:excise/ents	1	datomic.index:1
:exclude	84	datomic.aggregation:2,datomic.api:2,datomic.assert:2,datomic.btset:2,datomic.cache:2,datomic.cache.impl:2,datomic.common:2,datomic.config:2,datomic.core2.atom:2,datomic.core2.atom.logged:2,datomic.core2.val-store:2,datomic.datalog:2,datomic.db:2,datomic.ddb-values:2,datomic.extension-resolver:2,datomic.extensions:2,datomic.external-sort:2,datomic.fressian:2,datomic.fulltext:2,datomic.function:2,datomic.future:2,datomic.index:2,datomic.integrity:2,datomic.io:2,datomic.iter:2,datomic.kv-cassandra:2,datomic.kv-cassandra2:2,datomic.kv-cassandra3:2,datomic.kv-dynamo:2,datomic.kv-dynamo-skv:2,datomic.kv-hotrod:2,datomic.kv-mem:2,datomic.kv-sql:2,datomic.kv-sql-ext:2,datomic.kv-store:2,datomic.log:2,datomic.query:2,datomic.queue:2,datomic.simple-kv:2,datomic.sql:2,datomic.summary:2,datomic.transaction:2
:exclusiveStartTableName	5	datomic.ddb:5
:exists	13	datomic.backup:1,datomic.catalog:2,datomic.ddb:5,datomic.kv-dynamo:1,datomic.kv-dynamo-skv:1,datomic.peer:1,datomic.s3:2
:exit	1	datomic.cli:1
:expected	16	datomic.ddb:14,datomic.kv-dynamo:1,datomic.kv-dynamo-skv:1
:expectedBucketOwner	6	datomic.s3-api:6
:expiration	1	datomic.s3-api:1
:expirationTime	6	datomic.s3-api:6
:expirationTimeRuleId	6	datomic.s3-api:6
:exponential	8	datomic.kv-cluster:8
:expr	2	datomic.error:1,datomic.pull:1
:expressionAttributeNames	15	datomic.ddb:15
:expressionAttributeValues	10	datomic.ddb:10
:extendedStatistic	1	datomic.cloudwatch:1
:extendedStatistics	5	datomic.cloudwatch:5
:extension-resolver/preload!	1	datomic.domain:1
:extras-length	6	datomic.valcache:6
:extrel	5	datomic.datalog:5
:f	1	datomic.core2.async:1
:factory	4	datomic.coordination-ext:1,datomic.kv-sql-ext:2,datomic.sql:1
:fail	1	datomic.core2.async:1
:fail-fast	1	datomic.index:1
:failed	16	datomic.artemis-client:3,datomic.catalog:4,datomic.cluster:2,datomic.connector:2,datomic.ddb-s3-cluster:3,datomic.kv-cluster:2
:far-store	4	datomic.cluster-stack:2,datomic.core2.val-store.double-store:1,datomic.ddb-s3-cluster:1
:fast-count	2	datomic.cache.caffeine:1,datomic.cache.impl:1
:file	23	datomic.cassandra-values:1,datomic.cassandra-values-v4:1,datomic.cluster-stack:1,datomic.ddb-values:1,datomic.future:4,datomic.kv-cluster:10,datomic.val-cluster:3,datomic.valcache:2
:file-count	1	datomic.clusterfs:1
:file-iter-fn	2	datomic.external-sort:1,datomic.external-sort-datoms:1
:file-window	1	datomic.valcache:1
:fill	3	datomic.backup:1,datomic.fressian:1,datomic.queue:1
:filt	2	datomic.db:2
:find	31	datomic.datalog:2,datomic.db:1,datomic.integrity:2,datomic.qtune:4,datomic.query:18,datomic.query.support:3,datomic.tools:1
:find-bindings	4	datomic.query:4
:find-log	2	datomic.integrity:2
:finish	3	datomic.cluster:2,datomic.log:1
:firstT	1	datomic.log:1
:flags	3	datomic.callback:1,datomic.datafy:2
:float	2	datomic.db:2
:fn	4	datomic.datalog:4
:footer	7	datomic.fressian:3,datomic.garbage:1,datomic.index:1,datomic.log:2
:forbidden	1	datomic.extension-resolver:1
:force	1	datomic.ddb-s3-cluster:1
:forget-garbage	1	datomic.backup:1
:form	9	datomic.assert:1,datomic.integrity:8
:forward	13	datomic.core2.aws.ddb:1,datomic.core2.log.ddb:5,datomic.core2.log.mem:1,datomic.core2.log.spi:1,datomic.pull:5
:fragment	3	datomic.crypto:3
:fressian-tag	3	datomic.db:3
:fressian/decompress	1	datomic.slf4j:1
:fressian/defressian	1	datomic.slf4j:1
:fressian/fressian	1	datomic.slf4j:1
:fressian/tag	23	datomic.db:23
:fressianed-tx	2	datomic.log:2
:from	4	datomic.cluster:2,datomic.db:1,datomic.peer:1
:from-cluster	2	datomic.backup:2
:from-storage	4	datomic.backup:4
:fs	1	datomic.core2.val-store.fs:1
:fs-ns	1	datomic.core2.val-store.fs:1
:fs-vals-path	3	datomic.ddb-s3-cluster:3
:fs.repair	1	datomic.core2.val-store.double-store:1
:ft	1	datomic.index:1
:fulltext	29	datomic.db:10,datomic.fulltext:1,datomic.index:4,datomic.integrity:3,datomic.peer:2,datomic.stats:7,datomic.tools:1,datomic.treewalk:1
:fulltext-hist	6	datomic.index:4,datomic.integrity:1,datomic.treewalk:1
:fulltext/remove-data	2	datomic.fulltext:2
:fut	1	datomic.valcache.puts-pool-impl:1
:garbage	14	datomic.garbage:1,datomic.index:12,datomic.kv-cluster:1
:garbage-count	1	datomic.fulltext:1
:garbage-ids	2	datomic.log:2
:garbage/append-leaf	1	datomic.garbage:1
:garbage/collect	1	datomic.garbage:1
:garbage/collect-dir	1	datomic.garbage:1
:garbage/collected	1	datomic.garbage:1
:garbage/tree	1	datomic.garbage:1
:generalProgressListener	67	datomic.cloudwatch:20,datomic.ddb:40,datomic.s3-api:7
:get	13	datomic.core2.val-store.fs:4,datomic.core2.val-store.s3:6,datomic.core2.val-store.s3.aws-api:1,datomic.core2.val-store.s3.sdkv1:1,datomic.s3:1
:get-fallback-msec	3	datomic.cluster-stack:1,datomic.coordination:1,datomic.core2.val-store.double-store:1
:get-pool	2	datomic.core2.val-store.fs:1,datomic.ddb-s3-cluster:1
:getDeletedObjects	2	datomic.s3-api:2
:getObjectSummaries	2	datomic.s3-api:2
:globalSecondaryIndexUpdates	5	datomic.ddb:5
:globalSecondaryIndexes	6	datomic.ddb:6
:globalTableVersion	1	datomic.ddb:1
:group	4	datomic.query:4
:h2-port	7	datomic.h2:2,datomic.uri:5
:handlers	11	datomic.backup:3,datomic.fressian:3,datomic.garbage:1,datomic.index:1,datomic.integrity:1,datomic.log:2
:has-avet	5	datomic.db:4,datomic.integrity:1
:head	1	datomic.s3:1
:header	19	datomic.core2.atom.logged:8,datomic.core2.log.ddb:4,datomic.core2.log.mem:7
:hi	3	datomic.aws-monitor:1,datomic.monitor:1,datomic.process-monitor:1
:hints	1	datomic.db:1
:history	35	datomic.db:10,datomic.fulltext:1,datomic.index:4,datomic.integrity:17,datomic.stats:3
:history-datoms	4	datomic.integrity:3,datomic.stats:1
:hists	1	datomic.index:1
:hit	5	datomic.cache:3,datomic.domain:2
:host	39	datomic.common:1,datomic.connector:9,datomic.coordination:4,datomic.coordination-ext:6,datomic.h2:2,datomic.kv-cassandra:1,datomic.kv-cassandra2:1,datomic.kv-cassandra3:1,datomic.kv-hotrod:1,datomic.peer:2,datomic.uri:10,datomic.valcache:1
:httpExpiresDate	6	datomic.s3-api:6
:i	5	datomic.core2.retry:3,datomic.core2.val-store.s3:1,datomic.ddb-s3-cluster:1
:id	124	datomic.artemis-client:6,datomic.cassandra:3,datomic.cassandra-v4:3,datomic.cassandra-values:9,datomic.cassandra-values-v4:9,datomic.connector:3,datomic.db:12,datomic.ddb-values:11,datomic.garbage:1,datomic.integrity:7,datomic.kv-cassandra:5,datomic.kv-cassandra2:3,datomic.kv-cassandra3:3,datomic.kv-cluster:8,datomic.kv-dynamo:4,datomic.kv-dynamo-skv:4,datomic.kv-hotrod:2,datomic.kv-mem:1,datomic.kv-sql:5,datomic.log:5,datomic.peer:7,datomic.s3-api:1,datomic.simple-kv:1,datomic.sql:3,datomic.tools:5,datomic.transaction:3
:id-conflict	3	datomic.backup:2,datomic.catalog:1
:id-not-deleted	1	datomic.catalog:1
:id2	12	datomic.cassandra:1,datomic.cassandra-v4:1,datomic.cassandra-values:3,datomic.cassandra-values-v4:3,datomic.kv-cassandra2:2,datomic.kv-cassandra3:2
:ident	5	datomic.db:4,datomic.integrity:1
:ids	1	datomic.db:1
:ids->nodes	4	datomic.backup:4
:idx	17	datomic.db:13,datomic.index:3,datomic.transaction:1
:idxroot	1	datomic.log:1
:immutify	5	datomic.query:5
:imports	5	datomic.fressian:1,datomic.function:4
:in	25	datomic.datalog:2,datomic.db:1,datomic.index:1,datomic.integrity:1,datomic.qtune:6,datomic.query:13,datomic.query.support:1
:in-consts	4	datomic.datalog:1,datomic.query:3
:includeLinkedAccounts	5	datomic.cloudwatch:5
:incremental?	4	datomic.backup:4
:index	73	datomic.cluster:2,datomic.connector:1,datomic.db:18,datomic.fulltext:2,datomic.fulltext-index:1,datomic.index:19,datomic.integrity:19,datomic.lucene:1,datomic.pull:1,datomic.stats:8,datomic.transaction:1
:index+mid-datoms	1	datomic.stats:1
:index-basis-t	2	datomic.integrity:2
:index-datoms	2	datomic.integrity:1,datomic.stats:1
:index-key	1	datomic.index:1
:index-metrics	1	datomic.tools:1
:index-reader	2	datomic.lucene:2
:index-rev	4	datomic.db:2,datomic.peer:2
:index-root	1	datomic.tools:1
:index-root-id	12	datomic.backup:5,datomic.db:3,datomic.index:1,datomic.peer:3
:index-root-key	1	datomic.tools:1
:index-sizes	1	datomic.tools:1
:index-t	1	datomic.log:1
:index-top-node	5	datomic.backup:5
:index/add-avet	2	datomic.index:1,datomic.slf4j:1
:index/build-fulltext	2	datomic.fulltext:1,datomic.slf4j:1
:index/build-fulltext-local	1	datomic.fulltext:1
:index/cleanup-fulltext	1	datomic.fulltext:1
:index/create-index	1	datomic.index:1
:index/drop-avet-segments	1	datomic.index:1
:index/drop-avets	1	datomic.index:1
:index/external-sort	1	datomic.index:1
:index/fulltext-datoms	2	datomic.fulltext:2
:index/fulltext-garbage	1	datomic.fulltext:1
:index/load-index	1	datomic.index:1
:index/mem-index-bytes	1	datomic.index:1
:index/merge-db	1	datomic.index:1
:index/merge-main	1	datomic.index:1
:index/merge-mid	1	datomic.index:1
:index/merge-slice	1	datomic.index:1
:index/merged-index	3	datomic.index:3
:index/repair-disjoined-datoms	1	datomic.index:1
:index/repair-disjoined-db	1	datomic.index:1
:index/repair-disjoined-index	1	datomic.index:1
:index/root-id	1	datomic.backup:1
:index/step-1	1	datomic.index:1
:index/step-2	1	datomic.index:1
:index/version	3	datomic.backup:3
:index/write-val	2	datomic.cluster:1,datomic.slf4j:1
:index/write-vals	1	datomic.index:1
:index/xsegs	1	datomic.index:1
:indexBasisT	17	datomic.adopter:3,datomic.db:5,datomic.db-io:1,datomic.integrity:3,datomic.peer:5
:indexed	4	datomic.db:4
:indexing	19	datomic.db:5,datomic.fulltext:2,datomic.index:3,datomic.integrity:8,datomic.stats:1
:indexingNextT	2	datomic.db:2
:inf	4	datomic.coordination-ext:1,datomic.uri:3
:inflight-lookup-ns	1	datomic.cache:1
:init	1	datomic.assert:1
:initial	2	datomic.peer:2
:input	7	datomic.datalog:4,datomic.db:3
:inst	1	datomic.db:1
:instanceLength	1	datomic.s3-api:1
:insufficientDataActions	1	datomic.cloudwatch:1
:int	1	datomic.db:1
:integrity/crosscheck-dir-segs	1	datomic.integrity:1
:integrity/crosscheck-indexes	1	datomic.integrity:1
:integrity/crosscheck-log	1	datomic.integrity:1
:integrity/validate-t-order	1	datomic.integrity:1
:interval-secs	1	datomic.valcache:1
:invalid-db-name	3	datomic.backup:1,datomic.catalog:2
:io	2	datomic.external-sort:1,datomic.external-sort-datoms:1
:io-context	11	datomic.db:2,datomic.peer:1,datomic.pull:4,datomic.query:4
:io-stats	7	datomic.db:2,datomic.peer:2,datomic.query:2,datomic.transaction:1
:io/gunzip-buffer	1	datomic.slf4j:1
:io/gzip-buffer	1	datomic.slf4j:1
:ip	2	datomic.uri:1,datomic.valcache:1
:ip-validator	1	datomic.valcache:1
:is-component	4	datomic.db:4
:isComponent	6	datomic.db:6
:item	34	datomic.core2.aws.ddb:1,datomic.core2.log.ddb:1,datomic.ddb:10,datomic.ddb-values:5,datomic.index:11,datomic.kv-dynamo:2,datomic.kv-dynamo-skv:2,datomic.queue:2
:item-sizer	2	datomic.external-sort:1,datomic.external-sort-datoms:1
:itemCollectionMetrics	2	datomic.ddb:2
:itemCount	1	datomic.ddb:1
:iter	2	datomic.valcache:2
:iterations	3	datomic.adopter:1,datomic.peer:2
:java	1	datomic.function:1
:join-project	3	datomic.datalog:3
:join-project-with	3	datomic.datalog:3
:k	7	datomic.backup:6,datomic.coordination:1
:key	105	datomic.backup:3,datomic.cache:1,datomic.cluster:5,datomic.coordination:1,datomic.core2.aws.s3.aws-api:5,datomic.core2.val-store.s3.aws-api:3,datomic.crypto:2,datomic.db:1,datomic.db-io:1,datomic.ddb:14,datomic.ddb-cluster:1,datomic.ddb-s3-cluster:1,datomic.ddb-values:4,datomic.garbage:4,datomic.index:23,datomic.integrity:5,datomic.kv-cluster:6,datomic.kv-dynamo:2,datomic.kv-dynamo-skv:1,datomic.log:1,datomic.memcached:1,datomic.process.events:1,datomic.s3:1,datomic.s3-api:4,datomic.stats:9,datomic.tools:3,datomic.val-cluster:1,datomic.valcache-direct:1
:key-fn	5	datomic.backup:1,datomic.cache:2,datomic.domain:2
:key-length	6	datomic.valcache:6
:key-size-max	1	datomic.stats:1
:key-size-mean	1	datomic.stats:1
:key-size-min	1	datomic.stats:1
:key-size-stddev	1	datomic.stats:1
:keySchema	8	datomic.ddb:8
:keyStorePassword	1	datomic.connector:1
:keyStorePath	1	datomic.connector:1
:keyType	6	datomic.ddb:6
:keydata	8	datomic.index:8
:keyfn	5	datomic.pull:5
:keys	51	datomic.artemis-client:2,datomic.aws:1,datomic.cloudwatch:8,datomic.connector:1,datomic.core2.atom.logged:2,datomic.datafy:1,datomic.db:1,datomic.ddb:13,datomic.ddb-s3-cluster:5,datomic.extension-resolver:1,datomic.log:1,datomic.lucene:4,datomic.memcached:1,datomic.pull:1,datomic.query:1,datomic.query.support:3,datomic.s3-api:3,datomic.valcache:2
:kmsCmkId	1	datomic.s3-api:1
:ks	4	datomic.backup:4
:kv-cluster/create-val	3	datomic.kv-cluster:1,datomic.slf4j:2
:kv-cluster/delete	1	datomic.kv-cluster:1
:kv-cluster/delete-reference	1	datomic.kv-cluster:1
:kv-cluster/get-pod	2	datomic.kv-cluster:1,datomic.slf4j:1
:kv-cluster/get-pod-meta	1	datomic.kv-cluster:1
:kv-cluster/get-ref	1	datomic.kv-cluster:1
:kv-cluster/get-val	2	datomic.kv-cluster:1,datomic.slf4j:1
:kv-cluster/pod-size	1	datomic.kv-cluster:1
:kv-cluster/reset-ref	1	datomic.cluster:1
:kv-cluster/retry	1	datomic.kv-cluster:1
:kv-cluster/semaphore-timeout	1	datomic.kv-cluster:1
:kv-cluster/set-ref	1	datomic.kv-cluster:1
:kv-cluster/set-ref-resume	1	datomic.kv-cluster:1
:kv-cluster/touch-ref	1	datomic.cluster:1
:kv-cluster/update-pod	3	datomic.kv-cluster:2,datomic.slf4j:1
:kv-sql/put-failed	1	datomic.kv-sql:1
:kvc	1	datomic.kv-cluster:1
:kvc.repair	1	datomic.cluster-stack:1
:kw	8	datomic.db:7,datomic.integrity:1
:l	6	datomic.ddb:6
:lang	6	datomic.fressian:1,datomic.function:5
:last-d	7	datomic.index:7
:lastDecreaseDateTime	1	datomic.ddb:1
:lastEvaluatedTableName	1	datomic.ddb:1
:lastIncreaseDateTime	1	datomic.ddb:1
:lastModified	7	datomic.s3-api:7
:latestStreamArn	1	datomic.ddb:1
:latestStreamLabel	1	datomic.ddb:1
:leaf	2	datomic.integrity:2
:leaf-ts	1	datomic.log:1
:leaves	2	datomic.integrity:2
:legal-keys	26	datomic.aws:1,datomic.cloudwatch:8,datomic.datafy:1,datomic.ddb:13,datomic.s3-api:3
:length	8	datomic.clusterfs:4,datomic.index:1,datomic.integrity:1,datomic.valcache:2
:level	2	datomic.slf4j:2
:lifecycle/ha	1	datomic.config:1
:limit	23	datomic.core2.atom.logged:1,datomic.core2.aws.ddb:1,datomic.core2.log:1,datomic.core2.log.ddb:2,datomic.core2.log.mem:1,datomic.core2.log.spi:1,datomic.ddb:5,datomic.fulltext:1,datomic.pull:7,datomic.query:1,datomic.valcache.puts-pool-impl:2
:limited-edition	7	datomic.config:3,datomic.coordination:2,datomic.uri:2
:line	18	datomic.cassandra-values:1,datomic.cassandra-values-v4:1,datomic.cluster-stack:1,datomic.ddb-values:1,datomic.integrity:1,datomic.kv-cluster:10,datomic.val-cluster:3
:linear	15	datomic.ddb-s3-cluster:2,datomic.kv-cluster:13
:list	8	datomic.datafy:2,datomic.datalog:5,datomic.db:1
:listBuckets	2	datomic.s3-api:2
:lmc.repair	1	datomic.cluster-stack:1
:lo	3	datomic.aws-monitor:1,datomic.monitor:1,datomic.process-monitor:1
:local-datacenter	3	datomic.coordination-ext:1,datomic.kv-cassandra3:1,datomic.uri:1
:local-file	1	datomic.clusterfs:1
:local-id	2	datomic.db:2
:local-index-basis	1	datomic.db:1
:local-memcached	1	datomic.memcached:1
:local-memcached-ns	1	datomic.memcached:1
:localAddress	5	datomic.aws:5
:localSecondaryIndexes	6	datomic.ddb:6
:log	7	datomic.core2.atom.logged:2,datomic.db-io:2,datomic.log:1,datomic.tools:1,datomic.tools.index-checks:1
:log-fn	1	datomic.integrity:1
:log-key	2	datomic.log:2
:log-only	2	datomic.tools.index-checks:2
:log-retry	5	datomic.backup:1,datomic.catalog:2,datomic.common:1,datomic.peer:1
:log-root-disk-bytes	1	datomic.tools:1
:log-root-id	5	datomic.backup:5
:log-root-key	1	datomic.tools:1
:log-root-mem-bytes	1	datomic.tools:1
:log-root-node	5	datomic.backup:5
:log-segments	1	datomic.tools:1
:log-tail	5	datomic.backup:4,datomic.tools:1
:log-tail-size	1	datomic.tools:1
:log/add-next	2	datomic.log:1,datomic.slf4j:1
:log/catchup	1	datomic.log:1
:log/catchup-fulltext	1	datomic.log:1
:log/excise-replace-rightmost	1	datomic.log:1
:log/load-segments	1	datomic.log:1
:log/overlap	1	datomic.log:1
:log/read-tail	1	datomic.log:1
:log/root-id	1	datomic.backup:1
:log/tail	1	datomic.backup:1
:log/version	3	datomic.backup:3
:log/write-excise-val	1	datomic.log:1
:log/write-tail	1	datomic.log:1
:long-name	12	datomic.cli:10,datomic.integrity:2
:lookup	4	datomic.backup:4
:m	6	datomic.ddb:6
:main	1	datomic.integrity:1
:main-offset	1	datomic.index:1
:main-pop	1	datomic.index:1
:main-ratio	1	datomic.index:1
:main-segs	2	datomic.index:2
:make-input-stream	1	datomic.io:1
:map	72	datomic.aws:1,datomic.cassandra:4,datomic.cassandra-v4:4,datomic.cassandra-values:5,datomic.cassandra-values-v4:5,datomic.cloudwatch:8,datomic.datafy:4,datomic.datalog:1,datomic.ddb:13,datomic.kv-cassandra:5,datomic.kv-cassandra2:5,datomic.kv-cassandra3:5,datomic.kv-sql:4,datomic.s3-api:3,datomic.sql:5
:marker	12	datomic.s3-api:12
:max	1	datomic.lucene:1
:max-bytes	1	datomic.valcache-direct:1
:max-chunk-size	4	datomic.external-sort:1,datomic.external-sort-datoms:2,datomic.index:1
:max-gb	2	datomic.config:2
:max-rate	1	datomic.artemis-client:1
:max-retries	7	datomic.backup:1,datomic.catalog:2,datomic.common:2,datomic.kv-cluster:1,datomic.peer:1
:max-threads	2	datomic.core2.thread:1,datomic.ddb-s3-cluster:1
:max-value-bytes	1	datomic.coordination:1
:maxConnections	7	datomic.aws:5,datomic.config:2
:maxConsecutiveRetriesBeforeThrottling	5	datomic.aws:5
:maxErrorRetry	7	datomic.aws:5,datomic.config:1,datomic.kv-dynamo-skv:1
:maxKeys	12	datomic.s3-api:12
:maxRecords	5	datomic.cloudwatch:5
:maximum	6	datomic.aws-monitor:1,datomic.cloudwatch:5
:mc.repair	1	datomic.cluster-stack:1
:mdev	3	datomic.uri:3
:mean	2	datomic.math:1,datomic.stats:1
:mem	10	datomic.garbage:1,datomic.peer:5,datomic.tools:1,datomic.uri:3
:members	3	datomic.callback:1,datomic.datafy:1,datomic.error:1
:memcached	1	datomic.memcached:1
:memcached-ns	1	datomic.memcached:1
:memcached/connect	1	datomic.memcached:1
:memcached/item-too-large	1	datomic.memcached:1
:memidx	33	datomic.db:19,datomic.fulltext:2,datomic.integrity:8,datomic.peer:2,datomic.stats:1,datomic.tools:1
:memidx-max	1	datomic.memory:1
:memlog	7	datomic.db:5,datomic.log:1,datomic.peer:1
:memory-mb	1	datomic.tools:1
:memory-size	34	datomic.domain:5,datomic.memory-size:29
:merge	1	datomic.index:1
:merge-main	1	datomic.index:1
:merge-mid	1	datomic.index:1
:merge-slice	1	datomic.index:1
:message	9	datomic.connector:4,datomic.peer:3,datomic.s3-api:1,datomic.slf4j:1
:method	1	datomic.s3-api:1
:metric	1	datomic.cast2slf4j:1
:metric-names	3	datomic.memcached:3
:metric-prefix	1	datomic.coordination:1
:metricAlarms	1	datomic.cloudwatch:1
:metricData	8	datomic.aws-monitor:1,datomic.cloudwatch:7
:metricName	18	datomic.aws-monitor:2,datomic.cloudwatch:16
:metrics	3	datomic.cloudwatch:1,datomic.monitor:1,datomic.process-monitor:1
:metrics/initializing	1	datomic.process-monitor:1
:metrics/report	1	datomic.process-monitor:1
:metrics/started	1	datomic.process-monitor:1
:metrics?	4	datomic.core2.thread:3,datomic.datalog:1
:metricsCallback	1	datomic.process-monitor:1
:mid-index	30	datomic.db:13,datomic.index:3,datomic.integrity:11,datomic.stats:3
:mid-index-datoms	2	datomic.integrity:1,datomic.stats:1
:mid-ratio	1	datomic.index:1
:mid-segs	2	datomic.index:2
:mids	1	datomic.index:1
:minimum	6	datomic.aws-monitor:1,datomic.cloudwatch:5
:miss	7	datomic.cache:3,datomic.domain:4
:missing	1	datomic.common:1
:missing-segments	1	datomic.backup:1
:mode	3	datomic.index:3
:monitor/logrotate	1	datomic.config:1
:monitor/metrics	2	datomic.config:1,datomic.peer:1
:monitoring	1	datomic.cloudwatch:1
:msec	115	datomic.adopter:1,datomic.backup:5,datomic.cassandra-values:7,datomic.cassandra-values-v4:7,datomic.cluster:4,datomic.clusterfs:3,datomic.connector:4,datomic.coordination:1,datomic.core2.val-store.fs:1,datomic.core2.val-store.s3:2,datomic.db:2,datomic.ddb-values:6,datomic.fulltext:5,datomic.garbage:2,datomic.index:14,datomic.integrity:19,datomic.kv-cluster:9,datomic.log:4,datomic.peer:7,datomic.process-monitor:2,datomic.slf4j:1,datomic.tools:1,datomic.transaction:3,datomic.val-cluster:3,datomic.valcache:2
:msg	6	datomic.core2.val-store.fs:1,datomic.core2.val-store.s3:3,datomic.memcached:1,datomic.valcache:1
:must	4	datomic.fulltext:2,datomic.lucene:2
:must_not	2	datomic.lucene:2
:n	26	datomic.cassandra-values:3,datomic.cassandra-values-v4:3,datomic.ddb:10,datomic.ddb-values:4,datomic.integrity:4,datomic.kv-dynamo:1,datomic.kv-dynamo-skv:1
:n-segs	2	datomic.index:2
:nS	6	datomic.ddb:6
:nULL	7	datomic.ddb:7
:name	563	datomic.api:10,datomic.artemis-client:8,datomic.assert:4,datomic.async:2,datomic.aws-monitor:6,datomic.backup:10,datomic.btset:8,datomic.cache:2,datomic.cache.caffeine:2,datomic.callback:1,datomic.cassandra-values:3,datomic.cassandra-values-v4:3,datomic.cast2slf4j:2,datomic.catalog:2,datomic.cli:2,datomic.cloudwatch:15,datomic.cluster:4,datomic.cluster-stack:1,datomic.common:4,datomic.config:9,datomic.connector:3,datomic.coordination:2,datomic.core2.atom.logged:3,datomic.core2.log.ddb:2,datomic.core2.thread:6,datomic.core2.val-store.double-store:3,datomic.core2.val-store.fs:2,datomic.core2.val-store.s3:5,datomic.core2.val-store.s3.aws-api:2,datomic.core2.val-store.s3.sdkv1:2,datomic.crypto:2,datomic.datafy:1,datomic.datalog:13,datomic.db:148,datomic.db-io:1,datomic.ddb:8,datomic.ddb-cluster:1,datomic.ddb-s3-cluster:18,datomic.ddb-values:2,datomic.domain:1,datomic.error:1,datomic.excise:10,datomic.extension-resolver:10,datomic.extensions:3,datomic.external-sort:3,datomic.fressian:4,datomic.fulltext:1,datomic.function:2,datomic.future:1,datomic.garbage:1,datomic.garbage.fressian:2,datomic.garbage.pod:2,datomic.h2:1,datomic.index:27,datomic.integrity:1,datomic.io:12,datomic.iter:6,datomic.kv-cache:1,datomic.kv-cluster:9,datomic.kv-dynamo:2,datomic.kv-sql:1,datomic.kv-sql-ext:1,datomic.kv-store:1,datomic.log:4,datomic.lucene:15,datomic.math:8,datomic.memcached:9,datomic.memory:6,datomic.memory-size:6,datomic.monitor:1,datomic.peer:5,datomic.process-monitor:1,datomic.pull:5,datomic.query:10,datomic.query.support:1,datomic.s3:2,datomic.s3-api:18,datomic.simple-kv:1,datomic.slf4j:2,datomic.stats:2,datomic.tools:3,datomic.transaction:2,datomic.uri:2,datomic.valcache:33,datomic.valcache-direct:2
:name-already-taken	1	datomic.catalog:1
:name-conflict	2	datomic.backup:1,datomic.catalog:1
:namespace	17	datomic.aws-monitor:1,datomic.cloudwatch:16
:near-store	4	datomic.cluster-stack:2,datomic.core2.val-store.double-store:1,datomic.ddb-s3-cluster:1
:near-store-get-timeout-msec	2	datomic.ddb-s3-cluster:2
:needs-source	4	datomic.datalog:4
:needsAVET	7	datomic.db:7
:new	3	datomic.catalog:3
:new-index	2	datomic.index:2
:new-name	1	datomic.peer:1
:newid	1	datomic.log:1
:next-t	25	datomic.core2.atom.logged:1,datomic.core2.log:2,datomic.core2.log.mem:3,datomic.index:3,datomic.integrity:15,datomic.peer:1
:nextMarker	6	datomic.s3-api:6
:nextT	23	datomic.db:17,datomic.index:4,datomic.log:1,datomic.tools:1
:nextToken	11	datomic.cloudwatch:11
:nil-data	1	datomic.index:1
:nil-des	1	datomic.index:1
:no-db-name	1	datomic.peer:1
:no-history	4	datomic.db:4
:no-op	1	datomic.cluster-stack:1
:noHistory	6	datomic.db:6
:nohistory	4	datomic.integrity:4
:nohistory-dropped	2	datomic.integrity:2
:nonProxyHosts	5	datomic.aws:5
:not-found	2	datomic.extension-resolver:2
