caller_namespace	target_kind	target	references	call_owner_references	field_owner_references	type_references	distinct_owners	owners
datomic.db	primary-namespace	datomic.impl	13	11	0	2	3	datomic/impl/Circular,datomic/impl/Exceptions$IllegalArgumentExceptionInfo,datomic/impl/Exceptions$IllegalStateExceptionInfo
datomic.db	primary-namespace	datomic.impl.db	588	270	0	318	1	datomic/impl/db/IDatum
datomic.db	primary-namespace	datomic.iter	37	1	0	36	1	datomic/iter/Iter
datomic.db-io	companion-jar	clojure-1.11.4.jar	897	305	2	590	24	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentHashMap,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.db-io	jdk	java.lang	678	11	8	659	8	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String
datomic.db-io	jdk	java.util	23	7	0	16	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.db-io	primary-namespace	datomic	2	1	0	1	1	datomic/Database
datomic.db-io	primary-namespace	datomic.cluster	3	1	0	2	1	datomic/cluster/ClusteredStore
datomic.db-io	primary-namespace	datomic.db-io	22	11	0	11	11	datomic/db_io$db_resources,datomic/db_io$fn__17056,datomic/db_io$index_db,datomic/db_io$index_includes_some_log_tail_QMARK_,datomic/db_io$load_db_from_basis,datomic/db_io$loading__6434__auto____11067,datomic/db_io$log,datomic/db_io$most_current_db,datomic/db_io$most_current_db$basis__17069,datomic/db_io$most_current_db$fn__17071,datomic/db_io$storage_resources
datomic.ddb	companion-jar	aws-java-sdk-core-1.12.564.jar	272	79	0	193	12	com/amazonaws/AmazonServiceException,com/amazonaws/AmazonWebServiceClient,com/amazonaws/AmazonWebServiceRequest,com/amazonaws/AmazonWebServiceResult,com/amazonaws/ClientConfiguration,com/amazonaws/ResponseMetadata,com/amazonaws/auth/AWSCredentials,com/amazonaws/auth/AWSCredentialsProvider,com/amazonaws/auth/DefaultAWSCredentialsProviderChain,com/amazonaws/event/ProgressListener,com/amazonaws/http/SdkHttpMetadata,com/amazonaws/metrics/RequestMetricCollector
datomic.ddb	companion-jar	aws-java-sdk-dynamodb-1.12.564.jar	416	167	0	249	41	com/amazonaws/services/dynamodbv2/AmazonDynamoDBClient,com/amazonaws/services/dynamodbv2/model/ArchivalSummary,com/amazonaws/services/dynamodbv2/model/AttributeDefinition,com/amazonaws/services/dynamodbv2/model/AttributeValue,com/amazonaws/services/dynamodbv2/model/BillingModeSummary,com/amazonaws/services/dynamodbv2/model/ComparisonOperator,com/amazonaws/services/dynamodbv2/model/ConditionalOperator,com/amazonaws/services/dynamodbv2/model/ConsumedCapacity,com/amazonaws/services/dynamodbv2/model/CreateTableRequest,com/amazonaws/services/dynamodbv2/model/CreateTableResult,com/amazonaws/services/dynamodbv2/model/DeleteItemRequest,com/amazonaws/services/dynamodbv2/model/DeleteItemResult,com/amazonaws/services/dynamodbv2/model/DeleteTableRequest,com/amazonaws/services/dynamodbv2/model/DeleteTableResult,com/amazonaws/services/dynamodbv2/model/DescribeTableRequest,com/amazonaws/services/dynamodbv2/model/DescribeTableResult,com/amazonaws/services/dynamodbv2/model/ExpectedAttributeValue,com/amazonaws/services/dynamodbv2/model/GetItemRequest,com/amazonaws/services/dynamodbv2/model/GetItemResult,com/amazonaws/services/dynamodbv2/model/ItemCollectionMetrics,com/amazonaws/services/dynamodbv2/model/KeySchemaElement,com/amazonaws/services/dynamodbv2/model/KeyType,com/amazonaws/services/dynamodbv2/model/ListTablesRequest,com/amazonaws/services/dynamodbv2/model/ListTablesResult,com/amazonaws/services/dynamodbv2/model/ProvisionedThroughput,com/amazonaws/services/dynamodbv2/model/ProvisionedThroughputDescription,com/amazonaws/services/dynamodbv2/model/PutItemRequest,com/amazonaws/services/dynamodbv2/model/PutItemResult,com/amazonaws/services/dynamodbv2/model/RestoreSummary,com/amazonaws/services/dynamodbv2/model/ReturnConsumedCapacity,com/amazonaws/services/dynamodbv2/model/ReturnItemCollectionMetrics,com/amazonaws/services/dynamodbv2/model/ReturnValue,com/amazonaws/services/dynamodbv2/model/ReturnValuesOnConditionCheckFailure,com/amazonaws/services/dynamodbv2/model/SSEDescription,com/amazonaws/services/dynamodbv2/model/SSESpecification,com/amazonaws/services/dynamodbv2/model/ScalarAttributeType,com/amazonaws/services/dynamodbv2/model/StreamSpecification,com/amazonaws/services/dynamodbv2/model/TableClassSummary,com/amazonaws/services/dynamodbv2/model/TableDescription,com/amazonaws/services/dynamodbv2/model/UpdateTableRequest,com/amazonaws/services/dynamodbv2/model/UpdateTableResult
datomic.ddb	companion-jar	clojure-1.11.4.jar	10266	3638	37	6591	26	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/MultiFn,clojure/lang/Namespace,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.ddb	companion-jar	slf4j-api-1.7.32.jar	6	3	0	3	2	org/slf4j/Logger,org/slf4j/LoggerFactory
datomic.ddb	jdk	java.lang	8877	23	230	8624	9	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/Throwable
datomic.ddb	jdk	java.nio	3	0	0	3	1	java/nio/ByteBuffer
datomic.ddb	jdk	java.util	120	17	0	103	6	java/util/Arrays,java/util/Collection,java/util/Date,java/util/List,java/util/Map,java/util/concurrent/Callable
datomic.ddb	primary-namespace	datomic.datafy	24	8	0	16	1	datomic/datafy/ObjectToData
datomic.ddb	primary-namespace	datomic.ddb	136	68	0	68	68	datomic/ddb$client,datomic/ddb$create_item,datomic/ddb$create_item$fn__17705,datomic/ddb$create_key,datomic/ddb$create_table,datomic/ddb$deattr,datomic/ddb$deitem,datomic/ddb$deitem$fn__17714,datomic/ddb$delete_item,datomic/ddb$delete_table,datomic/ddb$describe_table,datomic/ddb$fn__17402,datomic/ddb$fn__17405,datomic/ddb$fn__17405$fn__17407,datomic/ddb$fn__17413,datomic/ddb$fn__17413$fn__17415,datomic/ddb$fn__17421,datomic/ddb$fn__17421$fn__17423,datomic/ddb$fn__17429,datomic/ddb$fn__17429$fn__17431,datomic/ddb$fn__17437,datomic/ddb$fn__17437$fn__17439,datomic/ddb$fn__17445,datomic/ddb$fn__17445$fn__17447,datomic/ddb$fn__17453,datomic/ddb$fn__17453$fn__17455,datomic/ddb$fn__17461,datomic/ddb$fn__17461$fn__17462,datomic/ddb$fn__17465,datomic/ddb$fn__17465$fn__17466,datomic/ddb$fn__17469,datomic/ddb$fn__17472,datomic/ddb$fn__17475,datomic/ddb$fn__17478,datomic/ddb$fn__17481,datomic/ddb$fn__17484,datomic/ddb$fn__17487,datomic/ddb$fn__17490,datomic/ddb$fn__17493,datomic/ddb$fn__17495,datomic/ddb$fn__17498,datomic/ddb$fn__17501,datomic/ddb$fn__17503,datomic/ddb$fn__17506,datomic/ddb$fn__17509,datomic/ddb$fn__17512,datomic/ddb$fn__17516,datomic/ddb$fn__17524,datomic/ddb$fn__17534,datomic/ddb$fn__17546,datomic/ddb$fn__17556,datomic/ddb$fn__17582,datomic/ddb$fn__17588,datomic/ddb$fn__17600,datomic/ddb$fn__17608,datomic/ddb$fn__17616,datomic/ddb$fn__17666,datomic/ddb$fn__17678,datomic/ddb$fn__17686,datomic/ddb$fullname,datomic/ddb$get_item,datomic/ddb$get_item_STAR_,datomic/ddb$list_tables,datomic/ddb$loading__6434__auto____17152,datomic/ddb$log_errors,datomic/ddb$put_item,datomic/ddb$put_item_STAR_,datomic/ddb$update_table
datomic.ddb-cluster	companion-jar	aws-java-sdk-core-1.12.564.jar	2	1	0	1	1	com/amazonaws/auth/DefaultAWSCredentialsProviderChain
datomic.ddb-cluster	companion-jar	clojure-1.11.4.jar	425	144	2	279	21	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/Namespace,clojure/lang/PersistentHashMap,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Var
datomic.ddb-cluster	jdk	java.lang	321	5	3	313	6	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Object,java/lang/String
datomic.ddb-cluster	jdk	java.util	8	2	0	6	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.ddb-cluster	primary-namespace	datomic.ddb-cluster	8	4	0	4	4	datomic/ddb_cluster$create_connection,datomic/ddb_cluster$fn__20500,datomic/ddb_cluster$key_path,datomic/ddb_cluster$loading__6434__auto____20363
datomic.ddb-s3-cluster	companion-jar	clojure-1.11.4.jar	2792	912	4	1876	27	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/AReference,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Delay,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.ddb-s3-cluster	companion-jar	slf4j-api-1.7.32.jar	6	3	0	3	2	org/slf4j/Logger,org/slf4j/LoggerFactory
datomic.ddb-s3-cluster	jdk	java.lang	2056	35	45	1976	10	java/lang/AssertionError,java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/Throwable
datomic.ddb-s3-cluster	jdk	java.util	38	13	0	25	5	java/util/Arrays,java/util/List,java/util/concurrent/Callable,java/util/concurrent/Semaphore,java/util/regex/Pattern
datomic.ddb-s3-cluster	primary-namespace	datomic.cluster	6	2	0	4	1	datomic/cluster/ClusteredStore
datomic.ddb-s3-cluster	primary-namespace	datomic.ddb-s3-cluster	50	25	0	25	24	datomic/ddb_s3_cluster$create_connection,datomic/ddb_s3_cluster$create_connection_with_efs,datomic/ddb_s3_cluster$create_connection_without_efs,datomic/ddb_s3_cluster$create_s3_store,datomic/ddb_s3_cluster$create_s3_store$fn__22786,datomic/ddb_s3_cluster$create_s3_store$retry_fn__22791,datomic/ddb_s3_cluster$ensure_config,datomic/ddb_s3_cluster$ensure_config$fn__22778,datomic/ddb_s3_cluster$ensure_system,datomic/ddb_s3_cluster$fn__22742,datomic/ddb_s3_cluster$fn__22744,datomic/ddb_s3_cluster$fn__22744$fn__22745,datomic/ddb_s3_cluster$fn__22749,datomic/ddb_s3_cluster$fn__22749$fn__22750,datomic/ddb_s3_cluster$fn__22754,datomic/ddb_s3_cluster$fn__22754$fn__22755,datomic/ddb_s3_cluster$fn__22759,datomic/ddb_s3_cluster$fn__22759$fn__22760,datomic/ddb_s3_cluster$fn__22764,datomic/ddb_s3_cluster$fn__22764$fn__22765,datomic/ddb_s3_cluster$get_config_refval,datomic/ddb_s3_cluster$get_valid_config_BANG_,datomic/ddb_s3_cluster$loading__6434__auto____22590,datomic/ddb_s3_cluster$storage_path
datomic.ddb-values	companion-jar	clojure-1.11.4.jar	2799	885	4	1910	27	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Delay,clojure/lang/IFn,clojure/lang/IFn$OL,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.ddb-values	companion-jar	slf4j-api-1.7.32.jar	84	42	0	42	2	org/slf4j/Logger,org/slf4j/LoggerFactory
datomic.ddb-values	jdk	java.lang	2251	41	25	2185	10	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/System,java/lang/Throwable
datomic.ddb-values	jdk	java.util	29	9	0	20	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.ddb-values	primary-namespace	datomic.ddb-values	52	26	0	26	26	datomic/ddb_values$chunk,datomic/ddb_values$chunk_key,datomic/ddb_values$delete_value,datomic/ddb_values$delete_value$fn__20455,datomic/ddb_values$delete_value$fn__20455$fn__20456,datomic/ddb_values$delete_value$fn__20455$fn__20456$fn__20460,datomic/ddb_values$fn__20367,datomic/ddb_values$fn__20383,datomic/ddb_values$fn__20383$fn__20384,datomic/ddb_values$get_deitem,datomic/ddb_values$get_value,datomic/ddb_values$get_value$fn__20424,datomic/ddb_values$get_value$fn__20429,datomic/ddb_values$get_value$fn__20431,datomic/ddb_values$get_value$fn__20431$fn__20435,datomic/ddb_values$get_value$fn__20431$fn__20435$fn__20436,datomic/ddb_values$loading__6434__auto____20365,datomic/ddb_values$put_value,datomic/ddb_values$put_value$fn__20392,datomic/ddb_values$put_value$fn__20394,datomic/ddb_values$put_value$fn__20394$fn__20395,datomic/ddb_values$put_value$fn__20394$fn__20395$fn__20399,datomic/ddb_values$put_value$fn__20394$fn__20395$fn__20399$fn__20400,datomic/ddb_values$split_map_keys_with,datomic/ddb_values$split_map_keys_with$fn__20373,datomic/ddb_values$unchunk
datomic.ddb-values	primary-namespace	datomic.future	3	1	0	2	1	datomic/future/GetChannel
datomic.domain	companion-jar	clojure-1.11.4.jar	1934	702	3	1229	28	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Delay,clojure/lang/IDeref,clojure/lang/IFn,clojure/lang/ILookup,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/IType,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/MultiFn,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.domain	companion-jar	slf4j-api-1.7.32.jar	12	6	0	6	2	org/slf4j/Logger,org/slf4j/LoggerFactory
datomic.domain	jdk	java.lang	1743	27	19	1697	12	java/lang/AutoCloseable,java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Exception,java/lang/IllegalArgumentException,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/Throwable
datomic.domain	jdk	java.util	35	11	0	24	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.domain	primary-namespace	datomic.btset	2	1	0	1	1	datomic/btset/BTSet
datomic.domain	primary-namespace	datomic.cluster	6	2	0	4	2	datomic/cluster/ClusteredStore,datomic/cluster/Get2
datomic.domain	primary-namespace	datomic.db	2	1	0	1	1	datomic/db/Datum
datomic.domain	primary-namespace	datomic.domain	62	31	0	31	31	datomic/domain$create_object_cache,datomic/domain$create_object_cache$fn__16778,datomic/domain$deserialize,datomic/domain$deserializing_repairing_lookup,datomic/domain$fn__16669,datomic/domain$fn__16767,datomic/domain$fn__16769,datomic/domain$fn__16771,datomic/domain$fn__16773,datomic/domain$fn__16775,datomic/domain$fn__16781,datomic/domain$fn__16781$__GT_ValcachePoller__16783,datomic/domain$fn__16786,datomic/domain$fn__16788,datomic/domain$fn__16790,datomic/domain$fn__16803,datomic/domain$fn__16803$__GT_DeserializingRepairingLookup__16807,datomic/domain$loading__6434__auto____14175,datomic/domain$lookup_with_object_cache,datomic/domain$lookup_with_object_cache$fn__16813,datomic/domain$lookup_with_object_cache$load_counter__16811,datomic/domain$peer_object_lookup,datomic/domain$peer_object_lookup$fn__16795,datomic/domain$peer_object_lookup$load_counter__16793,datomic/domain$preload_extension_resolver_BANG_,datomic/domain$system_cache,datomic/domain$system_cache_olookup,datomic/domain$uncached_lookup_factory,datomic/domain/DeserializingRepairingLookup,datomic/domain/DeserializingRepairingLookup$fn__16804,datomic/domain/ValcachePoller
datomic.domain	primary-namespace	datomic.index	24	0	12	12	3	datomic/index/DirNode,datomic/index/RootNode,datomic/index/TransposedData
datomic.domain	primary-namespace	datomic.iter	5	2	0	3	1	datomic/iter/Iter
datomic.domain	primary-namespace	datomic.memory-size	42	14	0	28	1	datomic/memory_size/MemorySize
datomic.domain	primary-namespace	datomic.summary	4	1	0	3	1	datomic/summary/Summary
datomic.error	companion-jar	clojure-1.11.4.jar	2754	1009	1	1744	26	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/ExceptionInfo,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/IRef,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/MultiFn,clojure/lang/PersistentHashMap,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var,clojure/reflect/Constructor
datomic.error	jdk	java.io	2	1	0	1	1	java/io/StringWriter
datomic.error	jdk	java.lang	2542	34	16	2492	10	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/IllegalArgumentException,java/lang/Integer,java/lang/Long,java/lang/Object,java/lang/RuntimeException,java/lang/String,java/lang/Throwable
datomic.error	jdk	java.util	47	15	0	32	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.error	primary-namespace	datomic.error	58	29	0	29	29	datomic/error$add_details_to_msg,datomic/error$add_details_to_msg$fn__674,datomic/error$arg,datomic/error$argd,datomic/error$cancelled_QMARK_,datomic/error$create,datomic/error$deserialize_exception,datomic/error$eval_exception,datomic/error$fn__648,datomic/error$fn__650,datomic/error$fn__650$fn__651,datomic/error$fn__656,datomic/error$fn__658,datomic/error$fn__660,datomic/error$fn__684,datomic/error$fn__694,datomic/error$fn__694$fn__695,datomic/error$has_string_constructor_QMARK_,datomic/error$has_string_constructor_QMARK_$fn__688,datomic/error$has_string_constructor_QMARK_$fn__690,datomic/error$loading__6434__auto____646,datomic/error$raise,datomic/error$report,datomic/error$runonce,datomic/error$runonce$fn__704,datomic/error$should_log_exception_QMARK_,datomic/error$state,datomic/error$with_unwind,datomic/error$with_unwind_STAR_
datomic.error	primary-namespace	datomic.impl	16	8	0	8	2	datomic/impl/Exceptions$IllegalArgumentExceptionInfo,datomic/impl/Exceptions$IllegalStateExceptionInfo
datomic.excise	companion-jar	clojure-1.11.4.jar	2495	870	16	1609	29	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/AReference,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IFn$LL,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentSet,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/MethodImplCache,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.excise	jdk	java.lang	2287	41	63	2183	10	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/IllegalArgumentException,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/Throwable
datomic.excise	jdk	java.util	92	30	0	62	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.excise	primary-namespace	datomic	12	4	0	8	1	datomic/Database
datomic.excise	primary-namespace	datomic.db	8	1	3	4	2	datomic/db/Attribute,datomic/db/IDbImpl
datomic.excise	primary-namespace	datomic.excise	103	48	0	55	43	datomic/excise$a_target_QMARK_,datomic/excise$component_attr_QMARK_,datomic/excise$component_es_set,datomic/excise$component_es_set$fn__14771,datomic/excise$create_a__GT_xpreds,datomic/excise$create_a__GT_xpreds$fn__14865,datomic/excise$create_as_pred,datomic/excise$create_as_pred$reify__14869,datomic/excise$create_as_pred$reify__14869$fn__14870,datomic/excise$create_as_pred$reify__14869$fn__14872,datomic/excise$create_e__GT_xpreds,datomic/excise$create_e__GT_xpreds$fn__14850,datomic/excise$create_e__GT_xpreds$fn__14850$fn__14854,datomic/excise$create_es_pred,datomic/excise$create_es_pred$reify__14859,datomic/excise$create_es_pred$reify__14859$fn__14860,datomic/excise$create_xpreds,datomic/excise$datoms,datomic/excise$e_target_QMARK_,datomic/excise$fn__14758,datomic/excise$fn__14780,datomic/excise$fn__14783,datomic/excise$fn__14783$G__14778__14790,datomic/excise$fn__14783$G__14779__14786,datomic/excise$fn__14796,datomic/excise$fn__14796$G__14776__14801,datomic/excise$fn__14796$G__14777__14798,datomic/excise$get_before_t,datomic/excise$keeper_QMARK_,datomic/excise$loading__6434__auto____14756,datomic/excise$pred,datomic/excise$pred_and_extent,datomic/excise$pred_and_extent$datoms__14833,datomic/excise$pred_and_extent$datoms__14833$fn__14835,datomic/excise$pred_and_extent$datoms__14833$fn__14837,datomic/excise$pred_and_extent$id__14815,datomic/excise$pred_and_extent$ref_QMARK___14818,datomic/excise$pred_and_extent$reify__14840,datomic/excise$pred_and_extent$remove_QMARK___14820,datomic/excise$ref_datom_QMARK_,datomic/excise$remove_QMARK_,datomic/excise$target,datomic/excise/ExcisePred
datomic.excise	primary-namespace	datomic.impl.db	36	18	0	18	1	datomic/impl/db/IDatum
datomic.extension-resolver	companion-jar	clojure-1.11.4.jar	1481	506	4	971	25	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Delay,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Indexed,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/PersistentHashMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.extension-resolver	jdk	java.lang	1152	22	30	1100	7	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Object,java/lang/String,java/lang/Throwable
datomic.extension-resolver	jdk	java.util	53	17	0	36	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.extension-resolver	primary-namespace	datomic.extension-resolver	44	22	0	22	22	datomic/extension_resolver$allow_QMARK_,datomic/extension_resolver$allow_list__GT_pred,datomic/extension_resolver$allow_list__GT_pred$fn__14314,datomic/extension_resolver$anom_map,datomic/extension_resolver$anomaly_BANG_,datomic/extension_resolver$ensure_allow_list_BANG_,datomic/extension_resolver$ensure_extensions_config_BANG_,datomic/extension_resolver$explicit_pred,datomic/extension_resolver$explicit_pred$fn__14303,datomic/extension_resolver$fn__14296,datomic/extension_resolver$fn__14322,datomic/extension_resolver$load_extensions_config,datomic/extension_resolver$load_preds,datomic/extension_resolver$loading__6434__auto____14294,datomic/extension_resolver$preload_BANG_,datomic/extension_resolver$resolve_BANG_,datomic/extension_resolver$resolve_built_in_xform,datomic/extension_resolver$resolve_xform_BANG_,datomic/extension_resolver$user_namespaces,datomic/extension_resolver$wildcard_name_QMARK_,datomic/extension_resolver$wildcard_pred,datomic/extension_resolver$wildcard_pred$fn__14307
datomic.extensions	companion-jar	clojure-1.11.4.jar	1390	511	10	869	29	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IFn$LLL,clojure/lang/IFn$OOL,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Indexed,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LazilyPersistentVector,clojure/lang/LockingTransaction,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.extensions	jdk	java.lang	1267	34	25	1208	12	[Ljava/lang/Object;,java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/IllegalArgumentException,java/lang/Integer,java/lang/Iterable,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/Throwable
datomic.extensions	jdk	java.util	59	20	0	39	4	java/util/Arrays,java/util/HashSet,java/util/List,java/util/concurrent/Callable
datomic.extensions	primary-namespace	datomic	10	5	0	5	2	datomic/Datom,datomic/Log
datomic.extensions	primary-namespace	datomic.db	4	1	1	2	2	datomic/db/Attribute,datomic/db/IDb
datomic.extensions	primary-namespace	datomic.extensions	42	21	0	21	21	datomic/extensions$_GT_,datomic/extensions$_GT__EQ_,datomic/extensions$_LT_,datomic/extensions$_LT__EQ_,datomic/extensions$_SLASH_,datomic/extensions$_gather,datomic/extensions$_gather$fn__18029,datomic/extensions$_gather$fn__18029$fn__18030,datomic/extensions$ensure_sv_attrid,datomic/extensions$fn__17993,datomic/extensions$fulltext,datomic/extensions$get_else,datomic/extensions$get_some,datomic/extensions$ground,datomic/extensions$loading__6434__auto____17827,datomic/extensions$missing_QMARK_,datomic/extensions$project,datomic/extensions$q,datomic/extensions$tx_data,datomic/extensions$tx_ids,datomic/extensions$tx_ids$fn__18006
datomic.extensions	primary-namespace	datomic.impl	1	1	0	0	1	datomic/impl/Circular
datomic.extensions	primary-namespace	datomic.impl.db	6	2	0	4	1	datomic/impl/db/IDatum
