caller_namespace	target_kind	target	references	call_owner_references	field_owner_references	type_references	distinct_owners	owners
datomic.query	companion-jar	clojure-1.11.4.jar	8318	3030	35	5253	40	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IFn$OLO,clojure/lang/IFn$OOL,clojure/lang/ILookup,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IMapEntry,clojure/lang/IObj,clojure/lang/IPersistentCollection,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentSet,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/IType,clojure/lang/Indexed,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/MapEntry,clojure/lang/MethodImplCache,clojure/lang/MultiFn,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Seqable,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.query	companion-jar	query-support-0.8.28.jar	2	1	0	1	1	datomic/query/support/MapOnIndexed
datomic.query	jdk	java.lang	7427	106	210	7111	11	[Ljava/lang/Object;,java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/IllegalArgumentException,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/Throwable
datomic.query	jdk	java.util	218	66	0	152	11	java/util/ArrayList,java/util/Arrays,java/util/Collection,java/util/Collections,java/util/Comparator,java/util/HashSet,java/util/Iterator,java/util/List,java/util/RandomAccess,java/util/Set,java/util/concurrent/Callable
datomic.query	primary-namespace	datomic	11	2	0	9	2	datomic/Database,datomic/Entity
datomic.query	primary-namespace	datomic.db	44	11	11	22	3	datomic/db/Attribute,datomic/db/IDb,datomic/db/IDbImpl
datomic.query	primary-namespace	datomic.impl.db	28	11	0	17	1	datomic/impl/db/IDatum
datomic.query	primary-namespace	datomic.iter	7	2	0	5	1	datomic/iter/Iter
datomic.query	primary-namespace	datomic.query	244	119	1	124	114	datomic/query$apply_pf,datomic/query$cache,datomic/query$compile_construct,datomic/query$compile_construct_1,datomic/query$compile_construct_1$fn__19420,datomic/query$compile_construct_n,datomic/query$construct_fn,datomic/query$construct_fn$fn__19560,datomic/query$eav,datomic/query$eav$fn__19148,datomic/query$eav$fn__19153,datomic/query$eav$maybe_bind__19151,datomic/query$emap,datomic/query$flatten_listy,datomic/query$flatten_listy$listy_QMARK___19262,datomic/query$fn__19130,datomic/query$fn__19171,datomic/query$fn__19174,datomic/query$fn__19174$__GT_EntityMap__19210,datomic/query$fn__19214,datomic/query$fn__19218,datomic/query$fn__19221,datomic/query$fn__19221$G__19216__19226,datomic/query$fn__19221$G__19217__19223,datomic/query$fn__19232,datomic/query$fn__19234,datomic/query$fn__19236,datomic/query$fn__19236$fn__19238,datomic/query$fn__19244,datomic/query$fn__19246,datomic/query$gensym_padding,datomic/query$get_lazy_entity,datomic/query$get_lazy_entity$fn__19162,datomic/query$get_lazy_entity$fn__19168,datomic/query$group_fv,datomic/query$group_fv$fn__19472,datomic/query$group_fv$list_QMARK___19470,datomic/query$group_rel,datomic/query$group_rel$agg$reify$reify__19456,datomic/query$group_rel$agg$reify__19455,datomic/query$group_rel$agg__19454,datomic/query$group_rel$fn__19450,datomic/query$group_rel$fn__19461,datomic/query$group_rel$reify__19452,datomic/query$has_self_unifications_QMARK_,datomic/query$has_self_unifications_QMARK_$fn__19416,datomic/query$listq__GT_mapq,datomic/query$listq__GT_mapq$fn__19249,datomic/query$load_query,datomic/query$loading__6434__auto____17823,datomic/query$mapify_query,datomic/query$mapify_query$fn__19396,datomic/query$move_sources_to_meta,datomic/query$move_sources_to_meta$fn__19258,datomic/query$normalize_pull,datomic/query$parse_query,datomic/query$pattern_QMARK_,datomic/query$process_aggregates,datomic/query$process_aggregates$fn__19357,datomic/query$process_aggregates$list_QMARK___19355,datomic/query$process_find_bindings,datomic/query$process_find_bindings$fn__19365,datomic/query$process_in_bindings,datomic/query$process_in_bindings$binding_QMARK___19303,datomic/query$process_in_bindings$fn__19307,datomic/query$process_in_bindings$fn__19307$fn__19312,datomic/query$process_in_bindings$fn__19307$fn__19314,datomic/query$process_pulls,datomic/query$process_pulls$fn__19387,datomic/query$process_pulls$fn__19393,datomic/query$process_pulls$pull_QMARK___19384,datomic/query$process_ranges,datomic/query$process_ranges$assoc_stronger__19342,datomic/query$process_ranges$const_QMARK___19321,datomic/query$process_ranges$fn__19335,datomic/query$process_ranges$fn__19346,datomic/query$process_ranges$norm__19325,datomic/query$process_self_unifications,datomic/query$pull_fv,datomic/query$pull_fv$fn__19501,datomic/query$pull_fv$fn__19501$fn__19503,datomic/query$q,datomic/query$q_STAR_,datomic/query$q_STAR_$fn__19521,datomic/query$q_STAR_$fn__19523,datomic/query$qseq,datomic/query$qseq$f__19556,datomic/query$query,datomic/query$query$f__19543,datomic/query$query$fn__19545,datomic/query$query$fn__19547,datomic/query$query_STAR_,datomic/query$rae,datomic/query$rae$fn__19135,datomic/query$rae$fn__19138,datomic/query$ref_val,datomic/query$rename_self_unifications,datomic/query$rename_self_unifications$fn__19400,datomic/query$rename_self_unifications$fn__19400$fn__19401,datomic/query$resolve_qualified_fn,datomic/query$resolve_qualified_fns,datomic/query$sort_collection_by_indexed,datomic/query$sort_collection_by_indexed$reify__19507,datomic/query$sort_for_pull,datomic/query$sort_for_pull$fn__19512,datomic/query$touch,datomic/query$validate_query,datomic/query$variables_in_clause,datomic/query$xf_tuple,datomic/query/EMapImpl,datomic/query/EntityMap,datomic/query/EntityMap$fn__19188,datomic/query/EntityMap$fn__19194,datomic/query/Immutify
datomic.query.support	companion-jar	clojure-1.11.4.jar	1010	402	2	606	31	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/ASeq,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Counted,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IObj,clojure/lang/IPersistentCollection,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/IProxy,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/Numbers,clojure/lang/Obj,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Reflector,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.query.support	jdk	java.io	6	2	0	4	3	java/io/NotSerializableException,java/io/ObjectInputStream,java/io/ObjectOutputStream
datomic.query.support	jdk	java.lang	1188	44	24	1120	11	[Ljava/lang/Object;,java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/Throwable,java/lang/UnsupportedOperationException
datomic.query.support	jdk	java.util	85	15	0	70	13	java/util/Arrays,java/util/Collection,java/util/Comparator,java/util/Iterator,java/util/List,java/util/ListIterator,java/util/Spliterator,java/util/concurrent/Callable,java/util/function/Consumer,java/util/function/IntFunction,java/util/function/Predicate,java/util/function/UnaryOperator,java/util/stream/Stream
datomic.query.support	primary-namespace	datomic.query.support	62	31	0	31	31	datomic/query/support$counted_seq,datomic/query/support$counted_seq$fn__19088,datomic/query/support$counted_seq$fn__19090,datomic/query/support$counted_seq$fn__19092,datomic/query/support$counted_seq$fn__19094,datomic/query/support$counted_seq$fn__19096,datomic/query/support$counted_seq$fn__19098,datomic/query/support$counted_seq$fn__19100,datomic/query/support$counted_seq$fn__19102,datomic/query/support$counted_seq$fn__19104,datomic/query/support$counted_seq$fn__19106,datomic/query/support$counted_seq$fn__19108,datomic/query/support$counted_seq$fn__19110,datomic/query/support$counted_seq$fn__19112,datomic/query/support$counted_seq$fn__19114,datomic/query/support$counted_seq$fn__19116,datomic/query/support$counted_seq$fn__19118,datomic/query/support$counted_seq$fn__19120,datomic/query/support$counted_seq$fn__19122,datomic/query/support$counted_seq$fn__19124,datomic/query/support$counted_seq$fn__19126,datomic/query/support$disallow_find_variants_BANG_,datomic/query/support$disallow_find_variants_BANG_$fn__19075,datomic/query/support$fn__19064,datomic/query/support$incorrect_BANG_,datomic/query/support$listq__GT_mapq,datomic/query/support$listq__GT_mapq$fn__19068,datomic/query/support$loading__6434__auto____19062,datomic/query/support$parse_as,datomic/query/support$query_map,datomic/query/support/proxy$clojure/lang/ASeq$Counted$7e5d62ee
datomic.queue	companion-jar	clojure-1.11.4.jar	2500	930	25	1545	26	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Counted,clojure/lang/IFn,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/IType,clojure/lang/Keyword,clojure/lang/LazySeq,clojure/lang/LockingTransaction,clojure/lang/MethodImplCache,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.queue	jdk	java.io	2	0	0	2	2	java/io/Closeable,java/io/IOException
datomic.queue	jdk	java.lang	2428	29	18	2381	13	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Number,java/lang/Object,java/lang/Runnable,java/lang/String,java/lang/System,java/lang/Thread,java/lang/Throwable,java/lang/ref/Reference,java/lang/ref/ReferenceQueue
datomic.queue	jdk	java.util	190	64	2	124	8	java/util/Arrays,java/util/Collection,java/util/List,java/util/Queue,java/util/concurrent/BlockingQueue,java/util/concurrent/Callable,java/util/concurrent/LinkedBlockingQueue,java/util/concurrent/TimeUnit
datomic.queue	primary-namespace	datomic.queue	144	67	0	77	55	datomic/queue$delaying_queue,datomic/queue$delaying_queue$fn__12149,datomic/queue$fn__11996,datomic/queue$fn__12000,datomic/queue$fn__12003,datomic/queue$fn__12003$G__11998__12010,datomic/queue$fn__12003$G__11999__12006,datomic/queue$fn__12018,datomic/queue$fn__12021,datomic/queue$fn__12021$G__12016__12028,datomic/queue$fn__12021$G__12017__12024,datomic/queue$fn__12038,datomic/queue$fn__12041,datomic/queue$fn__12041$G__12034__12048,datomic/queue$fn__12041$G__12035__12044,datomic/queue$fn__12054,datomic/queue$fn__12054$G__12036__12063,datomic/queue$fn__12054$G__12037__12058,datomic/queue$fn__12073,datomic/queue$fn__12076,datomic/queue$fn__12076$G__12069__12081,datomic/queue$fn__12076$G__12070__12078,datomic/queue$fn__12087,datomic/queue$fn__12087$G__12071__12096,datomic/queue$fn__12087$G__12072__12091,datomic/queue$fn__12104,datomic/queue$fn__12107,datomic/queue$fn__12107$G__12102__12112,datomic/queue$fn__12107$G__12103__12109,datomic/queue$fn__12120,datomic/queue$fn__12122,datomic/queue$fn__12124,datomic/queue$fn__12126,datomic/queue$fn__12128,datomic/queue$fn__12131,datomic/queue$fn__12133,datomic/queue$fn__12136,datomic/queue$fn__12139,datomic/queue$fn__12141,datomic/queue$fn__12144,datomic/queue$fn__12144$__GT_DelayingQueue__12146,datomic/queue$loading__6434__auto____11994,datomic/queue$offer,datomic/queue$poll,datomic/queue$queue_seq,datomic/queue$queue_seq$done__12155,datomic/queue$queue_seq$drain__12157,datomic/queue$queue_seq$drain__12157$fn__12158,datomic/queue$queue_seq$fill__12153,datomic/queue/BlockingConsumer,datomic/queue/BlockingProducer,datomic/queue/Clear,datomic/queue/Consumer,datomic/queue/DelayingQueue,datomic/queue/Producer
datomic.reconnector2	companion-jar	clojure-1.11.4.jar	1040	359	5	676	28	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IBlockingDeref,clojure/lang/IDeref,clojure/lang/IFn,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/IType,clojure/lang/Keyword,clojure/lang/LockingTransaction,clojure/lang/MethodImplCache,clojure/lang/MultiFn,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.reconnector2	companion-jar	slf4j-api-1.7.32.jar	18	9	0	9	2	org/slf4j/Logger,org/slf4j/LoggerFactory
datomic.reconnector2	jdk	java.io	2	1	0	1	1	java/io/Writer
datomic.reconnector2	jdk	java.lang	935	13	10	912	10	java/lang/AssertionError,java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/Throwable
datomic.reconnector2	jdk	java.util	32	10	0	22	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.reconnector2	primary-namespace	datomic.common	1	0	0	1	1	datomic/common/AsyncShutdown
datomic.reconnector2	primary-namespace	datomic.reconnector2	35	17	0	18	16	datomic/reconnector2$fn__17110,datomic/reconnector2$fn__17114,datomic/reconnector2$fn__17117,datomic/reconnector2$fn__17117$G__17112__17122,datomic/reconnector2$fn__17117$G__17113__17119,datomic/reconnector2$fn__17128,datomic/reconnector2$fn__17128$__GT_Reconnector__17141,datomic/reconnector2$fn__17144,datomic/reconnector2$loading__6434__auto____17108,datomic/reconnector2$reconnector_ref,datomic/reconnector2/Reconnectable,datomic/reconnector2/Reconnector,datomic/reconnector2/Reconnector$fn__17129,datomic/reconnector2/Reconnector$fn__17129$fn__17130,datomic/reconnector2/Reconnector$fn__17134,datomic/reconnector2/Reconnector$fn__17136
datomic.require	companion-jar	clojure-1.11.4.jar	373	130	1	242	18	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Indexed,clojure/lang/Keyword,clojure/lang/LockingTransaction,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Var
datomic.require	jdk	java.io	2	0	0	2	1	java/io/FileNotFoundException
datomic.require	jdk	java.lang	275	10	4	261	8	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Object,java/lang/String,java/lang/System,java/lang/Throwable
datomic.require	jdk	java.util	11	3	0	8	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.require	primary-namespace	datomic.require	14	7	0	7	7	datomic/require$_main,datomic/require$fn__630,datomic/require$loading__6434__auto____628,datomic/require$maybe_require,datomic/require$maybe_require$fn__636,datomic/require$maybe_require$fn__638,datomic/require$require_and_run
datomic.s3	companion-jar	aws-java-sdk-core-1.12.564.jar	12	2	4	6	2	com/amazonaws/AmazonServiceException,com/amazonaws/HttpMethod
datomic.s3	companion-jar	aws-java-sdk-s3-1.12.564.jar	54	19	1	34	8	com/amazonaws/services/s3/model/AmazonS3Exception,com/amazonaws/services/s3/model/CannedAccessControlList,com/amazonaws/services/s3/model/DeleteObjectsRequest,com/amazonaws/services/s3/model/MultiObjectDeleteException,com/amazonaws/services/s3/model/ObjectMetadata,com/amazonaws/services/s3/model/PutObjectRequest,com/amazonaws/services/s3/model/S3Object,com/amazonaws/services/s3/model/S3ObjectInputStream
datomic.s3	companion-jar	clojure-1.11.4.jar	2895	1078	22	1795	29	clojure/java/io/Coercions,clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LazySeq,clojure/lang/LockingTransaction,clojure/lang/MethodImplCache,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.s3	jdk	array	2	0	0	2	1	[B
datomic.s3	jdk	java.io	42	16	0	26	6	java/io/ByteArrayInputStream,java/io/InputStream,java/io/OutputStream,java/io/PushbackReader,java/io/Reader,java/io/Writer
datomic.s3	jdk	java.lang	2845	44	18	2783	11	[Ljava/lang/String;,java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/IllegalArgumentException,java/lang/Integer,java/lang/Number,java/lang/Object,java/lang/String,java/lang/System,java/lang/Throwable
datomic.s3	jdk	java.net	26	12	0	14	3	java/net/HttpURLConnection,java/net/URL,java/net/URLConnection
datomic.s3	jdk	java.nio	4	2	0	2	1	java/nio/ByteBuffer
datomic.s3	jdk	java.util	122	40	0	82	5	java/util/Arrays,java/util/Date,java/util/List,java/util/UUID,java/util/concurrent/Callable
datomic.s3	primary-namespace	datomic.s3	161	69	0	92	46	datomic/s3$_list_objects_seq,datomic/s3$_list_objects_seq$fn__23282,datomic/s3$create_bucket,datomic/s3$debug,datomic/s3$delete_all_objects,datomic/s3$delete_bucket,datomic/s3$delete_object,datomic/s3$delete_objects,datomic/s3$destroy_bucket,datomic/s3$ensure_bucket,datomic/s3$fn__23252,datomic/s3$fn__23257,datomic/s3$fn__23260,datomic/s3$fn__23260$G__23255__23265,datomic/s3$fn__23260$G__23256__23262,datomic/s3$fn__23271,datomic/s3$fn__23273,datomic/s3$get_bucket,datomic/s3$get_bucket$fn__23286,datomic/s3$get_bucket_policy,datomic/s3$get_bytes,datomic/s3$get_direct_buffer,datomic/s3$get_file,datomic/s3$get_non_direct_buffer,datomic/s3$get_object,datomic/s3$list_buckets,datomic/s3$list_objects,datomic/s3$loading__6434__auto____22955,datomic/s3$new_bucket,datomic/s3$object_exists_QMARK_,datomic/s3$put_clj,datomic/s3$put_file_as,datomic/s3$put_object,datomic/s3$s3_service,datomic/s3$set_bucket_policy,datomic/s3$signed_get_clj,datomic/s3$signed_get_file,datomic/s3$signed_put_clj,datomic/s3$signed_put_clj$fn__23314,datomic/s3$signed_put_clj$fn__23316,datomic/s3$signed_put_file,datomic/s3$signed_put_file$fn__23309,datomic/s3$signed_put_file$fn__23311,datomic/s3$signed_url,datomic/s3$years_from_now,datomic/s3/Name
datomic.s3-api	companion-jar	aws-java-sdk-core-1.12.564.jar	136	39	0	97	9	com/amazonaws/AmazonWebServiceRequest,com/amazonaws/ClientConfiguration,com/amazonaws/HttpMethod,com/amazonaws/RequestClientOptions,com/amazonaws/auth/AWSCredentials,com/amazonaws/auth/AWSCredentialsProvider,com/amazonaws/auth/DefaultAWSCredentialsProviderChain,com/amazonaws/event/ProgressListener,com/amazonaws/metrics/RequestMetricCollector
